load_file,dataset,corruption_name,corruption_severity,Method,BNN,use_pretrained,Tune_last_layer_only,augment_test,seed,val_loss,val_accuracy,base_aic0,base_aic1,base_aic2,up0,up1,up2,elbo,ece
../../../saved_checkpoint/cifar100/cifar100_bottomup_2.model,cifar100c,snow,2,bottomup,FALSE,FALSE,FALSE,FALSE,,2.522178426,45.04,52.75,50.86,49.91,13.29,9.96,8.31,0,0.199981362
../../../saved_checkpoint/cifar100/cifar100_bottomup_1.model,cifar100c,snow,2,bottomup,FALSE,FALSE,FALSE,FALSE,,2.467786759,44.9,53.49,51.57,50.59,13.21,10.05,8.57,0,0.188633427
../../../saved_checkpoint/cifar100/cifar100_bottomup_2.model,cifar100c,snow,3,bottomup,FALSE,FALSE,FALSE,FALSE,,2.126341452,49.71,57.05,55.13,54.15,13.22,9.92,8.16,0,0.161349446
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,gaussian_noise,1,bottomup,FALSE,FALSE,FALSE,FALSE,,2.65559609,41.4,50.19,48.06,46.95,14.43,10.68,8.99,0,0.201699853
../../../saved_checkpoint/cifar100/cifar100_bottomup_1.model,cifar100c,snow,3,bottomup,FALSE,FALSE,FALSE,FALSE,,2.146793973,49.17,56.49,54.79,53.85,12.94,9.84,8.2,0,0.14874354
../../../saved_checkpoint/cifar100/cifar100_bottomup_2.model,cifar100c,snow,4,bottomup,FALSE,FALSE,FALSE,FALSE,,2.310459109,47.04,54.86,52.93,51.66,13.18,9.95,8.14,0,0.169820935
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,gaussian_noise,2,bottomup,FALSE,FALSE,FALSE,FALSE,,4.339249203,25.13,38.24,35.05,33.68,17.67,13.12,11.07,0,0.30950731
../../../saved_checkpoint/cifar100/cifar100_bottomup_1.model,cifar100c,snow,4,bottomup,FALSE,FALSE,FALSE,FALSE,,2.283136912,46.22,53.61,52.03,51.07,12.47,9.27,7.61,0,0.158960387
../../../saved_checkpoint/cifar100/cifar100_bottomup_2.model,cifar100c,snow,5,bottomup,FALSE,FALSE,FALSE,FALSE,,2.764634424,39.87,49.09,46.88,45.54,14.5,10.95,9.07,0,0.205270201
../../../saved_checkpoint/cifar100/cifar100_bottomup_1.model,cifar100c,snow,5,bottomup,FALSE,FALSE,FALSE,FALSE,,2.712851093,39.94,48.86,46.71,45.6,14.18,10.71,8.8,0,0.196113646
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,gaussian_noise,3,bottomup,FALSE,FALSE,FALSE,FALSE,,5.744594085,14.9,31.41,27.29,25.07,19.53,14.71,12.01,0,0.372629613
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,gaussian_noise,4,bottomup,FALSE,FALSE,FALSE,FALSE,,6.281535827,11.96,30.06,25.57,23.44,20.56,15.43,12.98,0,0.379892737
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,gaussian_noise,1,bottomup,FALSE,FALSE,FALSE,FALSE,,2.560127594,43.86,53.33,50.96,49.91,15.43,11.74,9.87,0,0.195577562
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,gaussian_noise,5,bottomup,FALSE,FALSE,FALSE,FALSE,,6.705106673,9.74,27.99,23.69,21.72,20.27,15.37,13.04,0,0.384989589
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,gaussian_noise,2,bottomup,FALSE,FALSE,FALSE,FALSE,,4.076079088,26.9,40.13,36.83,35.38,17.79,13.19,11.14,0,0.302137941
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,gaussian_noise,3,bottomup,FALSE,FALSE,FALSE,FALSE,,5.60873634,16.75,33.09,29.31,27.24,19.8,15.14,12.65,0,0.377021015
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,gaussian_noise,4,bottomup,FALSE,FALSE,FALSE,FALSE,,6.271416432,13.2,31.7,26.97,24.96,21.12,15.53,13.22,0,0.399354994
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,gaussian_noise,5,bottomup,FALSE,FALSE,FALSE,FALSE,,6.763327829,11.02,29.36,24.72,22.32,20.92,15.72,12.94,0,0.41530475
../../../saved_checkpoint/cifar100/cifar100_bottomup_2.model,cifar100c,frost,2,bottomup,FALSE,FALSE,FALSE,FALSE,,2.048056398,51.49,58.87,57.23,56.23,13.18,10.08,8.34,0,0.156138688
../../../saved_checkpoint/cifar100/cifar100_bottomup_1.model,cifar100c,frost,1,bottomup,FALSE,FALSE,FALSE,FALSE,,1.59146028,59.37,64.16,63.14,62.67,10.61,7.99,6.74,0,0.104332089
../../../saved_checkpoint/cifar100/cifar100_bottomup_2.model,cifar100c,frost,3,bottomup,FALSE,FALSE,FALSE,FALSE,,2.781283958,41.01,49.46,47.54,46.48,13.93,10.29,8.73,0,0.222167775
../../../saved_checkpoint/cifar100/cifar100_bottomup_1.model,cifar100c,frost,2,bottomup,FALSE,FALSE,FALSE,FALSE,,2.086886742,50.34,57,55.27,54.51,12.16,8.79,7.23,0,0.154686123
../../../saved_checkpoint/cifar100/cifar100_bottomup_2.model,cifar100c,frost,5,bottomup,FALSE,FALSE,FALSE,FALSE,,3.765495606,31.18,41.31,38.95,37.54,14.29,10.95,8.98,0,0.318191975
../../../saved_checkpoint/cifar100/cifar100_bottomup_1.model,cifar100c,frost,3,bottomup,FALSE,FALSE,FALSE,FALSE,,2.877513215,39.58,48.35,46.17,45.18,13.29,9.99,8.4,0,0.229954869
../../../saved_checkpoint/cifar100/cifar100_bottomup_1.model,cifar100c,frost,4,bottomup,FALSE,FALSE,FALSE,FALSE,,3.066359737,38.26,47.94,45.77,44.47,14.56,10.95,9.05,0,0.247644618
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,snow,1,bottomup,FALSE,FALSE,FALSE,FALSE,,1.500541884,60.99,66.09,64.87,64.13,10.66,7.88,6.36,0,0.100289762
../../../saved_checkpoint/cifar100/cifar100_bottomup_1.model,cifar100c,frost,5,bottomup,FALSE,FALSE,FALSE,FALSE,,3.90872944,30.22,40.23,37.81,36.39,15.09,11.21,9.35,0,0.318174362
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,snow,2,bottomup,FALSE,FALSE,FALSE,FALSE,,2.480599502,44.46,52.36,50.44,49.36,14.18,10.82,9,0,0.189663112
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,snow,1,bottomup,FALSE,FALSE,FALSE,FALSE,,1.517476448,60.37,65.87,64.33,63.86,10.92,7.94,6.79,0,0.110441893
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,snow,3,bottomup,FALSE,FALSE,FALSE,FALSE,,2.135571591,50.03,56.95,55.13,54.18,12.94,9.48,7.65,0,0.148525164
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,snow,2,bottomup,FALSE,FALSE,FALSE,FALSE,,2.405487012,46.01,53.92,51.95,50.8,13.57,10.12,8.21,0,0.187787652
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,snow,4,bottomup,FALSE,FALSE,FALSE,FALSE,,2.303725634,47.09,55.32,53.21,52.04,13.95,10.4,8.59,0,0.165848836
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,snow,3,bottomup,FALSE,FALSE,FALSE,FALSE,,2.153610085,49.57,57.95,56.13,55.23,13.92,10.8,9.28,0,0.158936664
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,snow,5,bottomup,FALSE,FALSE,FALSE,FALSE,,2.808692835,39.35,49.04,46.89,45.68,15.05,11.7,9.79,0,0.20594871
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,snow,4,bottomup,FALSE,FALSE,FALSE,FALSE,,2.329067442,46.81,54.48,52.55,51.6,13.19,10.14,8.51,0,0.169267431
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,snow,5,bottomup,FALSE,FALSE,FALSE,FALSE,,2.758796438,40.65,49.47,47.33,46.19,14.22,10.62,8.94,0,0.201847628
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,frost,1,bottomup,FALSE,FALSE,FALSE,FALSE,,1.540210643,60.7,65.56,64.5,63.82,10,7.52,6.36,0,0.10291601
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,frost,1,bottomup,FALSE,FALSE,FALSE,FALSE,,1.552255071,60.39,65.42,64.16,63.51,10.69,7.75,6.4,0,0.11255756
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,frost,2,bottomup,FALSE,FALSE,FALSE,FALSE,,1.992312805,51.92,58.63,57.04,56.15,11.93,8.74,7.09,0,0.14386858
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,frost,2,bottomup,FALSE,FALSE,FALSE,FALSE,,2.002619937,52.1,59.2,57.54,56.85,12.98,9.66,8.19,0,0.152871311
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,frost,3,bottomup,FALSE,FALSE,FALSE,FALSE,,2.726061615,41.01,49.6,47.47,46.3,14.47,10.94,9.13,0,0.211086303
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,frost,3,bottomup,FALSE,FALSE,FALSE,FALSE,,2.709810853,41.59,50.38,48.42,47.36,14.41,10.73,9.11,0,0.220460296
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,frost,4,bottomup,FALSE,FALSE,FALSE,FALSE,,2.878918876,39.76,48.53,46.31,45.27,14.19,10.63,8.81,0,0.226806164
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,frost,4,bottomup,FALSE,FALSE,FALSE,FALSE,,2.88556816,40.11,48.57,46.57,45.47,13.92,10.28,8.64,0,0.237859964
../../../saved_checkpoint/cifar100/cifar100_bottomup_3.model,cifar100c,frost,5,bottomup,FALSE,FALSE,FALSE,FALSE,,3.666365372,31.09,41.31,38.64,37.37,15.14,11.27,9.36,0,0.300516069
../../../saved_checkpoint/cifar100/cifar100_bottomup_4.model,cifar100c,frost,5,bottomup,FALSE,FALSE,FALSE,FALSE,,3.689111057,31.51,41.09,38.85,37.49,14.32,10.76,8.74,0,0.311818272
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,gaussian_noise,1,random,FALSE,FALSE,FALSE,FALSE,,2.805476005,42.02,51.12,48.77,47.82,15.64,11.73,9.9,0,0.223006129
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,gaussian_noise,2,random,FALSE,FALSE,FALSE,FALSE,,4.393252702,25.32,38.35,35.34,33.68,17.77,13.46,11.24,0,0.334520072
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,gaussian_noise,3,random,FALSE,FALSE,FALSE,FALSE,,5.686114133,15.64,30.89,27.35,25.38,18.65,14.23,11.74,0,0.385804445
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,gaussian_noise,4,random,FALSE,FALSE,FALSE,FALSE,,6.213052281,12.38,28.48,24.6,22.62,18.86,14.3,12.06,0,0.397124618
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,gaussian_noise,5,random,FALSE,FALSE,FALSE,FALSE,,6.613158514,10.43,28.74,24.15,22.07,20.47,15.32,13,0,0.395618111
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,snow,1,random,FALSE,FALSE,FALSE,FALSE,,1.535877333,60.89,65.79,64.42,63.82,10.6,7.79,6.51,0,0.10905242
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,snow,2,random,FALSE,FALSE,FALSE,FALSE,,2.529020887,44.52,52.95,50.85,49.7,13.37,10.01,8.2,0,0.214361548
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,snow,3,random,FALSE,FALSE,FALSE,FALSE,,2.219125804,48.73,56.51,54.8,53.84,13.26,9.99,8.37,0,0.173828438
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,snow,4,random,FALSE,FALSE,FALSE,FALSE,,2.348427081,46.72,54.48,52.72,51.95,13.22,9.96,8.47,0,0.176591888
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,snow,5,random,FALSE,FALSE,FALSE,FALSE,,2.71360781,41,50.37,47.95,46.81,14.45,10.61,8.79,0,0.204796374
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,frost,1,random,FALSE,FALSE,FALSE,FALSE,,1.555059115,60.26,65.7,64.47,63.78,10.94,8.27,6.94,0,0.118503988
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,frost,2,random,FALSE,FALSE,FALSE,FALSE,,1.986937971,52.34,59.65,58.01,57.08,13.07,9.91,8.3,0,0.153262198
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,frost,3,random,FALSE,FALSE,FALSE,FALSE,,2.665308033,42.51,51.2,48.8,47.9,14.05,10.35,8.77,0,0.213797331
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,frost,4,random,FALSE,FALSE,FALSE,FALSE,,2.788430328,41.15,50.05,47.92,46.77,14.32,10.49,8.72,0,0.228168905
../../../saved_checkpoint/cifar100/cifar100_random_1.model,cifar100c,frost,5,random,FALSE,FALSE,FALSE,FALSE,,3.533123288,32.66,42.67,40.21,39.08,14.51,10.87,9.14,0,0.29435882
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,gaussian_noise,1,random,FALSE,FALSE,FALSE,FALSE,,2.846110743,39.34,48.65,46.42,45.38,14.71,11.04,9.26,0,0.211807907
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,gaussian_noise,2,random,FALSE,FALSE,FALSE,FALSE,,4.33653309,22.9,37.38,33.32,31.63,18.3,13.22,11.01,0,0.305051833
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,gaussian_noise,3,random,FALSE,FALSE,FALSE,FALSE,,5.439213447,14.45,32.1,27.59,25.23,20.91,15.52,12.76,0,0.332409918
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,gaussian_noise,4,random,FALSE,FALSE,FALSE,FALSE,,5.895146676,11.87,30.87,25.9,23.83,21.76,16.13,13.58,0,0.334696531
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,gaussian_noise,5,random,FALSE,FALSE,FALSE,FALSE,,6.224975717,10,30.71,25.66,23.16,23.17,17.42,14.62,0,0.327756971
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,snow,1,random,FALSE,FALSE,FALSE,FALSE,,1.495859329,60.8,66.41,65.15,64.45,11.45,8.65,7.29,0,0.099115163
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,snow,2,random,FALSE,FALSE,FALSE,FALSE,,2.384791466,45.48,53.45,51.4,50.46,14.33,10.66,8.84,0,0.174484596
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,snow,3,random,FALSE,FALSE,FALSE,FALSE,,2.142917522,49.11,56.1,54.21,53.55,12.73,9.22,7.74,0,0.155644387
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,snow,4,random,FALSE,FALSE,FALSE,FALSE,,2.26953459,46.44,54.27,52.33,51.47,13.11,9.73,8.23,0,0.163777485
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,snow,5,random,FALSE,FALSE,FALSE,FALSE,,2.650665242,39.91,50,47.52,46.21,16.07,11.83,9.8,0,0.187182918
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,gaussian_noise,1,random,FALSE,FALSE,FALSE,FALSE,,2.551478236,42.67,51.37,49.06,48.06,14.52,10.63,8.91,0,0.193908215
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,gaussian_noise,2,random,FALSE,FALSE,FALSE,FALSE,,4.061563199,25.84,37.26,34.46,33.04,15.5,11.64,9.78,0,0.30084312
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,frost,1,random,FALSE,FALSE,FALSE,FALSE,,1.573131081,59.59,65.27,64.13,63.5,11.4,8.46,7.27,0,0.102101058
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,gaussian_noise,3,random,FALSE,FALSE,FALSE,FALSE,,5.578966243,15.19,28.66,25.1,23.71,16.37,12.11,10.38,0,0.388004601
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,frost,2,random,FALSE,FALSE,FALSE,FALSE,,2.020982964,50.76,58,56.52,55.64,13.26,10.02,8.44,0,0.140286595
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,gaussian_noise,4,random,FALSE,FALSE,FALSE,FALSE,,6.238063289,12.15,26.16,22.75,20.92,16.37,12.3,10.17,0,0.410505593
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,frost,3,random,FALSE,FALSE,FALSE,FALSE,,2.730404186,39.91,49.3,46.78,45.73,14.81,11.13,9.42,0,0.205485359
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,gaussian_noise,5,random,FALSE,FALSE,FALSE,FALSE,,6.75519783,10,25.11,21.22,19.44,17.29,12.74,10.72,0,0.422998369
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,frost,4,random,FALSE,FALSE,FALSE,FALSE,,2.882476899,38.42,48.24,45.77,44.47,15.42,11.51,9.53,0,0.219161749
../../../saved_checkpoint/cifar100/cifar100_random_2.model,cifar100c,frost,5,random,FALSE,FALSE,FALSE,FALSE,,3.633669809,30.3,40.96,37.99,37.01,16.22,12.01,10.25,0,0.282243252
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,gaussian_noise,1,random,FALSE,FALSE,FALSE,FALSE,,2.891002253,39.98,49.37,46.94,45.75,14.95,10.98,9.13,0,0.219339326
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,gaussian_noise,2,random,FALSE,FALSE,FALSE,FALSE,,4.507306396,24.09,36.33,33.23,31.77,15.92,11.92,10,0,0.321909785
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,gaussian_noise,3,random,FALSE,FALSE,FALSE,FALSE,,5.773445747,14.84,28.35,24.61,23.06,16.39,11.95,10.08,0,0.389668554
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,snow,1,random,FALSE,FALSE,FALSE,FALSE,,1.49574724,61.09,66.21,64.74,64.22,10.28,7.45,6.25,0,0.095029391
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,gaussian_noise,4,random,FALSE,FALSE,FALSE,FALSE,,6.249970916,12.19,26.32,23.04,21.2,16.43,12.47,10.33,0,0.411596358
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,snow,2,random,FALSE,FALSE,FALSE,FALSE,,2.476343922,44.74,52.57,50.66,49.68,13.39,10.18,8.3,0,0.184040844
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,gaussian_noise,1,random,FALSE,FALSE,FALSE,FALSE,,2.558771316,43.41,51.63,49.58,48.8,14.18,10.45,8.91,0,0.19549115
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,gaussian_noise,5,random,FALSE,FALSE,FALSE,FALSE,,6.560867307,10.11,24.22,20.65,19.19,16.61,12.52,10.64,0,0.424898088
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,snow,3,random,FALSE,FALSE,FALSE,FALSE,,2.212379825,48.49,55.91,54.11,53.33,12.64,9.54,7.88,0,0.159908995
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,gaussian_noise,2,random,FALSE,FALSE,FALSE,FALSE,,4.071760673,27.38,40.03,36.92,35.34,16.83,12.7,10.58,0,0.298340976
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,snow,4,random,FALSE,FALSE,FALSE,FALSE,,2.383458686,45.82,54.19,52.08,51.05,13.77,10.28,8.47,0,0.164584443
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,gaussian_noise,3,random,FALSE,FALSE,FALSE,FALSE,,5.35879643,17.13,31.38,27.9,26.33,17.61,13.01,11.06,0,0.362725556
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,snow,5,random,FALSE,FALSE,FALSE,FALSE,,2.773851936,39.21,48.28,45.78,44.49,14.03,10.47,8.58,0,0.190761223
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,gaussian_noise,4,random,FALSE,FALSE,FALSE,FALSE,,5.85786878,14.2,29.32,25.42,23.6,18.06,13.28,11.08,0,0.372048289
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,gaussian_noise,5,random,FALSE,FALSE,FALSE,FALSE,,6.248098462,11.37,28.32,24.25,22.09,19.15,14.46,12.04,0,0.379592359
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,snow,1,random,FALSE,FALSE,FALSE,FALSE,,1.517386829,61.03,66.15,64.89,64.28,10.54,7.8,6.65,0,0.107209899
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,snow,2,random,FALSE,FALSE,FALSE,FALSE,,2.393724967,45.97,53.54,51.83,51.06,12.85,10.04,8.49,0,0.184746116
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,snow,3,random,FALSE,FALSE,FALSE,FALSE,,2.090361844,50.16,57.45,55.66,54.92,13.17,9.94,8.52,0,0.153374627
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,frost,1,random,FALSE,FALSE,FALSE,FALSE,,1.586731909,59.68,64.7,63.62,63.18,10.02,7.32,6.34,0,0.10792689
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,snow,4,random,FALSE,FALSE,FALSE,FALSE,,2.244913197,47.73,55.47,53.52,52.67,13.82,10.27,8.68,0,0.159694925
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,frost,2,random,FALSE,FALSE,FALSE,FALSE,,2.090104925,50.5,57.33,55.61,54.62,11.23,8.51,6.92,0,0.148484007
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,snow,5,random,FALSE,FALSE,FALSE,FALSE,,2.685142436,40.52,49.34,47.19,46.07,14.1,10.57,8.77,0,0.198166654
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,frost,3,random,FALSE,FALSE,FALSE,FALSE,,2.841565058,39.27,47.47,45.39,44.47,13.88,10.44,8.6,0,0.217958078
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,snow,1,random,FALSE,FALSE,FALSE,FALSE,,1.479290889,61.35,66.46,64.95,64.12,10.47,7.54,6.15,0,0.099376544
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,frost,4,random,FALSE,FALSE,FALSE,FALSE,,2.97653989,38.16,46.68,44.49,43.43,13.62,10.13,8.61,0,0.228770256
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,snow,2,random,FALSE,FALSE,FALSE,FALSE,,2.395288356,45.87,54.09,52.07,51.22,13.6,10.08,8.53,0,0.18260996
../../../saved_checkpoint/cifar100/cifar100_random_3.model,cifar100c,frost,5,random,FALSE,FALSE,FALSE,FALSE,,3.79457907,29.71,38.7,36.54,35.64,13.73,10.23,8.73,0,0.306141376
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,snow,3,random,FALSE,FALSE,FALSE,FALSE,,2.074275261,50.43,58.27,56.34,55.28,13.06,9.57,7.91,0,0.143604189
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,snow,4,random,FALSE,FALSE,FALSE,FALSE,,2.202522196,48.03,55.48,53.93,52.95,13.35,10.12,8.46,0,0.154048488
../../../saved_checkpoint/cifar100/cifar100_random_5.model,cifar100c,snow,5,random,FALSE,FALSE,FALSE,FALSE,,2.621188671,42.12,51.01,48.67,47.61,14.13,10.53,8.87,0,0.183923602
../../../saved_checkpoint/cifar100/cifar100_Contextual_1.model,cifar100c,gaussian_noise,1,none,FALSE,FALSE,FALSE,FALSE,,3.523968755,42.54,68.19,63.62,61.3,47.53,37.8,32.68,-314.7768974,0.27063632
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,frost,1,random,FALSE,FALSE,FALSE,FALSE,,1.595318043,60.1,65.4,64.22,63.42,10.52,7.86,6.48,0,0.112095788
../../../saved_checkpoint/cifar100/cifar100_Contextual_1.model,cifar100c,gaussian_noise,2,none,FALSE,FALSE,FALSE,FALSE,,4.756650549,29.06,63.6,56.94,53.36,54.7,43.44,37.46,-446.8523026,0.365013927
../../../saved_checkpoint/cifar100/cifar100_random_4.model,cifar100c,frost,2,random,FALSE,FALSE,FALSE,FALSE,,2.033702149,51.12,57.7,55.96,54.97,12.26,9.02,7.53,0,0.14981693
