load_file,dataset,corruption_name,corruption_severity,Method,BNN,use_pretrained,Tune_last_layer_only,augment_test,seed,val_loss,val_accuracy,base_aic0,base_aic1,base_aic2,up0,up1,up2,elbo,ece
../../../saved_checkpoint/cifar10/cifar10_random_2.model,cifar10c,snow,5,random,FALSE,FALSE,FALSE,FALSE,0,1.204603491,66.83,68.36,68.19,68.05,4.37,3.3,2.88,0,0.16455695
../../../saved_checkpoint/cifar10/cifar10_bottomup_4.model,cifar10c,frost,3,bottomup,FALSE,FALSE,FALSE,FALSE,0,1.261524663,67.3,68.96,68.42,68.29,4.34,3.16,2.61,0,0.167581975
../../../saved_checkpoint/cifar10/cifar10_random_1.model,cifar10c,snow,4,random,FALSE,FALSE,FALSE,FALSE,0,1.031976228,71.23,72.43,72.14,72.08,3.64,2.71,2.37,0,0.145557076
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,gaussian_noise,5,random,FALSE,FALSE,FALSE,FALSE,0,4.721514357,24.98,29.62,28.6,27.91,6.94,5.4,4.45,0,0.545557261
../../../saved_checkpoint/cifar10/cifar10_bottomup_4.model,cifar10c,frost,4,bottomup,FALSE,FALSE,FALSE,FALSE,0,1.357104894,65.25,67.16,66.76,66.54,5.17,3.85,3.01,0,0.178740412
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,snow,1,random,FALSE,FALSE,FALSE,FALSE,0,0.559811847,83.97,84.49,84.31,84.24,2.12,1.62,1.29,0,0.075283274
../../../saved_checkpoint/cifar10/cifar10_random_1.model,cifar10c,snow,5,random,FALSE,FALSE,FALSE,FALSE,0,1.351769356,64.9,66.72,66.24,66.15,4.46,3.16,2.73,0,0.188990623
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,snow,2,random,FALSE,FALSE,FALSE,FALSE,0,1.129745425,70.38,71.52,71.37,71.2,4.04,2.99,2.54,0,0.154823363
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,snow,3,random,FALSE,FALSE,FALSE,FALSE,0,0.903836742,75.22,76.17,76.13,76.02,3.37,2.47,2,0,0.122674301
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,snow,4,random,FALSE,FALSE,FALSE,FALSE,0,1.01138728,72.54,73.45,73.33,73.17,3.49,2.63,2.15,0,0.140653789
../../../saved_checkpoint/cifar10/cifar10_random_2.model,cifar10c,frost,1,random,FALSE,FALSE,FALSE,FALSE,0,0.495185385,84.4,84.97,84.71,84.57,2.65,1.85,1.51,0,0.056972183
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,snow,1,random,FALSE,FALSE,FALSE,FALSE,0,0.586217072,84.27,84.41,84.37,84.39,2.16,1.64,1.32,0,0.076200567
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,snow,5,random,FALSE,FALSE,FALSE,FALSE,0,1.27005043,67.25,68.43,68.14,68.05,4.32,3.33,2.82,0,0.171497777
../../../saved_checkpoint/cifar10/cifar10_random_2.model,cifar10c,frost,2,random,FALSE,FALSE,FALSE,FALSE,0,0.789054744,77.24,78.09,77.77,77.69,3.31,2.35,1.95,0,0.098742247
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,snow,2,random,FALSE,FALSE,FALSE,FALSE,0,1.181866435,71.2,72.42,72.15,72,3.94,2.97,2.56,0,0.156486183
../../../saved_checkpoint/cifar10/cifar10_random_2.model,cifar10c,frost,3,random,FALSE,FALSE,FALSE,FALSE,0,1.345910906,65.61,67.16,66.65,66.43,4.67,3.36,2.76,0,0.169539958
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,snow,3,random,FALSE,FALSE,FALSE,FALSE,0,0.925465375,75.65,76.41,76.18,76.16,2.92,2.05,1.73,0,0.130142868
../../../saved_checkpoint/cifar10/cifar10_random_2.model,cifar10c,frost,4,random,FALSE,FALSE,FALSE,FALSE,0,1.464303282,63.05,64.87,64.46,64.11,5.1,3.93,3.12,0,0.190065518
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,snow,4,random,FALSE,FALSE,FALSE,FALSE,0,1.007327539,73.55,74.43,74.26,74.09,3.32,2.49,1.98,0,0.142194644
../../../saved_checkpoint/cifar10/cifar10_random_2.model,cifar10c,frost,5,random,FALSE,FALSE,FALSE,FALSE,0,2.192862212,50.14,53.23,52.58,52.14,6.65,5.02,4.18,0,0.290229589
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,snow,5,random,FALSE,FALSE,FALSE,FALSE,0,1.344134388,66.9,68.61,68.11,67.92,4.63,3.47,2.72,0,0.188557744
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,frost,1,random,FALSE,FALSE,FALSE,FALSE,0,0.496369178,84.95,85.39,85.31,85.2,2.52,1.84,1.51,0,0.061754674
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,frost,2,random,FALSE,FALSE,FALSE,FALSE,0,0.78837914,78.34,79.21,78.94,78.91,3.23,2.4,1.97,0,0.10052222
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,frost,3,random,FALSE,FALSE,FALSE,FALSE,0,1.31648385,66.17,68.02,67.58,67.45,4.37,3.11,2.62,0,0.171456724
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,frost,4,random,FALSE,FALSE,FALSE,FALSE,0,1.439590827,64.08,66.38,65.62,65.33,5.14,3.84,3.09,0,0.183193803
../../../saved_checkpoint/cifar10/cifar10_random_3.model,cifar10c,frost,5,random,FALSE,FALSE,FALSE,FALSE,0,2.124380232,52.03,55.46,54.62,54.16,6.79,5.03,4.15,0,0.259339452
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,frost,1,random,FALSE,FALSE,FALSE,FALSE,0,0.505327996,85.8,86.45,86.34,86.26,2.05,1.46,1.18,0,0.067153215
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,frost,2,random,FALSE,FALSE,FALSE,FALSE,0,0.787755579,79.04,79.94,79.73,79.6,3.24,2.49,2,0,0.107231863
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,frost,3,random,FALSE,FALSE,FALSE,FALSE,0,1.366308752,67.7,69.7,69.19,69,4.38,3.21,2.68,0,0.181517124
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,gaussian_noise,1,random,FALSE,FALSE,FALSE,FALSE,0,0.871742386,75.97,76.91,76.84,76.76,3.42,2.49,2.15,0,0.119411424
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,gaussian_noise,1,none,FALSE,FALSE,FALSE,FALSE,0,1.515257243,72.9,80.54,79.31,78.31,20.28,15.33,12.65,-100.6381392,0.180452079
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,frost,4,random,FALSE,FALSE,FALSE,FALSE,0,1.52489124,64.84,66.59,66.22,66.01,4.59,3.46,2.99,0,0.203373641
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,gaussian_noise,2,random,FALSE,FALSE,FALSE,FALSE,0,1.835745267,56.7,58.76,58.37,57.98,5.64,4.29,3.56,0,0.267069757
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,gaussian_noise,2,none,FALSE,FALSE,FALSE,FALSE,0,2.795295238,55.52,71.41,68.22,66.55,29.21,21.94,18.51,-181.7182541,0.318482786
../../../saved_checkpoint/cifar10/cifar10_random_4.model,cifar10c,frost,5,random,FALSE,FALSE,FALSE,FALSE,0,2.313997188,53.12,55.83,54.96,54.51,6.33,4.42,3.57,0,0.287332118
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,gaussian_noise,3,random,FALSE,FALSE,FALSE,FALSE,0,3.176665238,38.31,40.99,40.56,40.18,5.58,4.15,3.59,0,0.434550881
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,gaussian_noise,3,none,FALSE,FALSE,FALSE,FALSE,0,4.341799351,39.24,62.59,57.05,54.42,36.75,27.85,23.58,-284.2717886,0.461084425
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,gaussian_noise,4,random,FALSE,FALSE,FALSE,FALSE,0,3.860229159,30.82,33.92,33.17,32.97,5.34,4.03,3.39,0,0.511666954
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,gaussian_noise,1,none,FALSE,FALSE,FALSE,FALSE,0,1.488724175,72.46,81.85,80.6,79.63,21.33,15.82,13.37,-101.0887265,0.180818945
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,gaussian_noise,1,none,FALSE,FALSE,FALSE,FALSE,0,1.618156533,71.39,80.74,78.79,77.56,20.25,14.96,12.51,-108.097887,0.198763236
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,gaussian_noise,4,none,FALSE,FALSE,FALSE,FALSE,0,5.087404283,33.03,58.71,53.21,50,38.64,29.76,24.97,-335.6754541,0.517464817
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,gaussian_noise,5,random,FALSE,FALSE,FALSE,FALSE,0,4.490786914,25.66,29.56,28.64,28.19,5.54,4.2,3.47,0,0.566976726
../../../saved_checkpoint/cifar10/cifar10_random_1.model,cifar10c,frost,1,random,FALSE,FALSE,FALSE,FALSE,0,0.539546388,84.45,84.84,84.7,84.68,2.37,1.85,1.53,0,0.064289138
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,gaussian_noise,2,none,FALSE,FALSE,FALSE,FALSE,0,2.625089795,55.1,72.75,69.11,67.47,29.21,22.07,18.85,-174.4141817,0.322998434
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,gaussian_noise,2,none,FALSE,FALSE,FALSE,FALSE,0,3.300641854,50.99,68.74,64.96,62.97,27.51,20.77,17.78,-217.5353765,0.375243425
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,gaussian_noise,5,none,FALSE,FALSE,FALSE,FALSE,0,5.773982304,27.92,55.41,49.53,46.55,38.71,29.91,25.57,-381.4063072,0.574103415
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,gaussian_noise,3,none,FALSE,FALSE,FALSE,FALSE,0,3.962370174,39.24,63.16,58,55.45,33.16,24.9,21.03,-261.7744923,0.472087383
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,gaussian_noise,3,none,FALSE,FALSE,FALSE,FALSE,0,5.205539678,34.24,55.75,50.97,48.34,30.17,22.75,19,-350.1873732,0.541521907
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,gaussian_noise,4,none,FALSE,FALSE,FALSE,FALSE,0,4.676564781,32.51,57.78,52.07,49.49,33.33,25.54,21.92,-308.0255508,0.549051404
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,gaussian_noise,4,none,FALSE,FALSE,FALSE,FALSE,0,6.097819567,28.72,50.19,44.93,42.59,29.11,21.67,18.31,-415.6674385,0.598678291
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,gaussian_noise,5,none,FALSE,FALSE,FALSE,FALSE,0,5.34788436,27.92,53.98,48.39,45.08,33.28,25.35,21.02,-351.3732672,0.602209091
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,gaussian_noise,5,none,FALSE,FALSE,FALSE,FALSE,0,6.813868653,24.64,44.98,40.17,37.68,28.18,21.03,17.34,-466.8964386,0.644657552
../../../saved_checkpoint/cifar10/cifar10_random_1.model,cifar10c,frost,2,random,FALSE,FALSE,FALSE,FALSE,0,0.887171105,76.55,77.43,77.24,77.01,2.96,2.21,1.72,0,0.116502702
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,snow,1,random,FALSE,FALSE,FALSE,FALSE,0,0.601957857,83.17,83.81,83.7,83.59,2.46,1.81,1.42,0,0.077228948
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,snow,2,random,FALSE,FALSE,FALSE,FALSE,0,1.117710966,70.61,71.89,71.54,71.51,3.98,2.93,2.36,0,0.158159941
../../../saved_checkpoint/cifar10/cifar10_random_1.model,cifar10c,frost,3,random,FALSE,FALSE,FALSE,FALSE,0,1.535018718,63.72,65.27,64.93,64.72,4.19,3.07,2.52,0,0.204024315
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,snow,3,random,FALSE,FALSE,FALSE,FALSE,0,0.924829263,74.98,75.96,75.57,75.52,3.38,2.39,2.02,0,0.12763378
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,snow,1,none,FALSE,FALSE,FALSE,FALSE,0,0.886501067,83.96,84.06,84.33,84.34,15.34,11.43,9.48,-71.91637754,0.104002722
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,snow,4,random,FALSE,FALSE,FALSE,FALSE,0,0.97685352,73.09,74.06,73.79,73.61,3.55,2.54,2.08,0,0.135677323
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,snow,2,none,FALSE,FALSE,FALSE,FALSE,0,1.879728482,66.93,76.93,74.89,73.79,24.1,18.02,15.26,-128.744185,0.224155813
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,snow,5,random,FALSE,FALSE,FALSE,FALSE,0,1.209369612,67.55,68.95,68.52,68.4,4.34,3.29,2.83,0,0.170854062
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,snow,1,none,FALSE,FALSE,FALSE,FALSE,0,0.833341012,84.64,86.12,86.43,86.47,15.1,11.47,9.77,-62.80537844,0.093233153
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,snow,1,none,FALSE,FALSE,FALSE,FALSE,0,0.877187191,83.96,85.19,85.23,85.18,15.03,11.15,9.16,-69.8846817,0.10473261
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,snow,3,none,FALSE,FALSE,FALSE,FALSE,0,1.432109733,73.62,79.17,78.4,78.07,20.63,15.42,13.27,-105.9023499,0.174080878
../../../saved_checkpoint/cifar10/cifar10_random_1.model,cifar10c,frost,4,random,FALSE,FALSE,FALSE,FALSE,0,1.686176351,61.02,62.57,62.24,61.91,4.55,3.26,2.69,0,0.227086037
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,snow,2,none,FALSE,FALSE,FALSE,FALSE,0,1.732923443,68.11,78.45,76.92,75.94,24.34,18.65,15.67,-120.0304866,0.208965749
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,snow,2,none,FALSE,FALSE,FALSE,FALSE,0,1.936467528,66.93,77.3,75.33,74.25,22.77,17.08,14.58,-131.4906836,0.237080723
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,snow,3,none,FALSE,FALSE,FALSE,FALSE,0,1.391736327,73.72,80.56,79.88,79.11,21.14,16.18,13.53,-99.401021,0.170340836
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,snow,4,none,FALSE,FALSE,FALSE,FALSE,0,1.647038569,70.02,77.97,76.66,75.79,22.95,17.1,14.07,-117.4042463,0.204405159
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,snow,3,none,FALSE,FALSE,FALSE,FALSE,0,1.479234994,73.24,79.96,79.19,78.62,21.3,16.19,13.7,-108.8821888,0.182730943
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,snow,4,none,FALSE,FALSE,FALSE,FALSE,0,1.600374014,70.21,79.12,77.84,76.91,23.51,18.15,15.24,-112.6411676,0.198424056
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,snow,5,none,FALSE,FALSE,FALSE,FALSE,0,2.133826919,62.76,75.27,73.29,71.75,26.59,20.57,17.23,-147.3148823,0.253282815
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,snow,4,none,FALSE,FALSE,FALSE,FALSE,0,1.665431011,69.74,78.26,76.93,76.09,23.74,18.23,15.31,-120.7053304,0.206847161
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,snow,5,none,FALSE,FALSE,FALSE,FALSE,0,1.992068776,63.64,76.18,74.1,72.61,26.98,20.58,17.53,-140.340066,0.247261643
../../../saved_checkpoint/cifar10/cifar10_random_1.model,cifar10c,frost,5,random,FALSE,FALSE,FALSE,FALSE,0,2.51047869,48.39,51.14,50.55,50.2,5.55,4.14,3.33,0,0.33042556
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,snow,5,none,FALSE,FALSE,FALSE,FALSE,0,2.197342387,62.54,75.92,73.42,72.06,25.92,19.56,16.7,-151.8261433,0.26327011
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,frost,1,random,FALSE,FALSE,FALSE,FALSE,0,0.496925238,85.24,86.11,85.89,85.72,2.45,1.83,1.54,0,0.061710954
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,frost,2,random,FALSE,FALSE,FALSE,FALSE,0,0.766030446,78.83,79.69,79.54,79.33,3.58,2.71,2.32,0,0.096333846
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,frost,3,random,FALSE,FALSE,FALSE,FALSE,0,1.268611061,67.6,69.37,68.9,68.72,4.99,3.76,3.16,0,0.166038305
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,frost,4,random,FALSE,FALSE,FALSE,FALSE,0,1.358011123,65.56,67.73,67.37,67.12,4.77,3.63,2.94,0,0.18142727
../../../saved_checkpoint/cifar10/cifar10_random_5.model,cifar10c,frost,5,random,FALSE,FALSE,FALSE,FALSE,0,1.953271794,54.87,57.54,56.9,56.58,5.81,4.23,3.53,0,0.250207335
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,frost,1,none,FALSE,FALSE,FALSE,FALSE,0,0.902251212,83.11,87,86.59,86.16,14.69,11.14,9.51,-64.16012049,0.10682831
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,frost,1,none,FALSE,FALSE,FALSE,FALSE,0,0.915492983,83.23,85.43,85.35,85.09,14.32,10.72,8.8,-65.52262902,0.105716266
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,frost,2,none,FALSE,FALSE,FALSE,FALSE,0,1.400267595,74.49,82.1,80.69,79.81,19.19,14.5,12.1,-96.18368149,0.169684261
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,frost,2,none,FALSE,FALSE,FALSE,FALSE,0,1.278557393,76.07,82.68,81.67,80.89,19.59,14.88,12.3,-91.7721808,0.156289697
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,frost,2,none,FALSE,FALSE,FALSE,FALSE,0,1.360400478,75.46,81.82,80.99,80.26,19.42,14.47,11.78,-95.06723285,0.15787591
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,frost,3,none,FALSE,FALSE,FALSE,FALSE,0,2.419005379,60.02,75,71.96,70.28,26.56,20.62,17.58,-158.7147713,0.281127632
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,frost,3,none,FALSE,FALSE,FALSE,FALSE,0,1.919119037,64.18,76.78,74.73,73.01,26.76,20.11,17.03,-139.3218756,0.23689723
../../../saved_checkpoint/cifar10/cifar10_Contextual_5.model,cifar10c,gaussian_noise,1,none,FALSE,FALSE,FALSE,FALSE,0,1.496180304,69.24,80.28,77.82,76.73,22.24,16.26,13.45,-99.47429299,0.173954248
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,frost,3,none,FALSE,FALSE,FALSE,FALSE,0,2.248243145,61.58,74.87,72.76,71.35,27.15,21.26,17.81,-152.5576353,0.256183356
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,frost,4,none,FALSE,FALSE,FALSE,FALSE,0,2.062243831,61.39,76.23,73.8,72.07,28.12,21.63,17.92,-149.8130322,0.256921858
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,frost,4,none,FALSE,FALSE,FALSE,FALSE,0,2.621565712,57.24,74.5,70.76,69.07,26.78,20.02,17.15,-169.6290612,0.30201748
../../../saved_checkpoint/cifar10/cifar10_Contextual_5.model,cifar10c,gaussian_noise,2,none,FALSE,FALSE,FALSE,FALSE,0,2.510852871,52.2,71.95,68.67,66.28,30.87,23.63,19.6,-168.7832355,0.303333819
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,frost,4,none,FALSE,FALSE,FALSE,FALSE,0,2.428584086,58.63,74.2,71.36,69.34,27.99,21.47,17.93,-163.2492304,0.278200805
../../../saved_checkpoint/cifar10/cifar10_Contextual_2.model,cifar10c,frost,5,none,FALSE,FALSE,FALSE,FALSE,0,2.844311255,50.06,71.55,67.5,65.05,35.07,26.72,22.67,-210.1313353,0.338989198
../../../saved_checkpoint/cifar10/cifar10_Contextual_3.model,cifar10c,frost,5,none,FALSE,FALSE,FALSE,FALSE,0,3.845201647,43.63,66.35,61.38,59,31.96,24.01,20.51,-250.3343105,0.412657678
../../../saved_checkpoint/cifar10/cifar10_Contextual_5.model,cifar10c,gaussian_noise,3,none,FALSE,FALSE,FALSE,FALSE,0,3.618160375,37.06,62.56,57.41,54.75,35.74,27.83,23.57,-247.9288816,0.429485679
../../../saved_checkpoint/cifar10/cifar10_Contextual_1.model,cifar10c,frost,5,none,FALSE,FALSE,FALSE,FALSE,0,3.485825836,45.89,67.79,63.52,61.11,34.66,26.79,22.7,-235.5808735,0.376345187
../../../saved_checkpoint/cifar10/cifar10_Contextual_5.model,cifar10c,gaussian_noise,4,none,FALSE,FALSE,FALSE,FALSE,0,4.107518399,30.8,59.34,53.29,50.05,36.68,28.23,23.79,-283.9809179,0.488785088
../../../saved_checkpoint/cifar10/cifar10_Concrete_1.model,cifar10c,gaussian_noise,1,none,FALSE,FALSE,FALSE,FALSE,0,1.944263069,70.35,78.82,77.03,76.07,21.51,16.12,13.42,-107.1324468,0.218065113
../../../saved_checkpoint/cifar10/cifar10_Concrete_2.model,cifar10c,gaussian_noise,1,none,FALSE,FALSE,FALSE,FALSE,0,2.110656632,68.18,78.71,76.78,75.82,21.31,16.56,14.16,-105.2277565,0.238886595
../../../saved_checkpoint/cifar10/cifar10_Concrete_3.model,cifar10c,gaussian_noise,1,none,FALSE,FALSE,FALSE,FALSE,0,2.116154583,67.67,78.5,76.89,75.56,22.01,17,14.29,-111.1945629,0.239864647
../../../saved_checkpoint/cifar10/cifar10_Contextual_5.model,cifar10c,gaussian_noise,5,none,FALSE,FALSE,FALSE,FALSE,0,4.536438542,26.53,55.65,49.48,45.83,37.84,29.07,24.22,-316.3873911,0.527309775
../../../saved_checkpoint/cifar10/cifar10_Concrete_1.model,cifar10c,gaussian_noise,2,none,FALSE,FALSE,FALSE,FALSE,0,3.91048112,48.83,67.23,63.18,61.16,30.64,23.27,19.59,-201.9028187,0.411158383
../../../saved_checkpoint/cifar10/cifar10_Concrete_2.model,cifar10c,gaussian_noise,2,none,FALSE,FALSE,FALSE,FALSE,0,3.95446179,48.41,67.84,63.67,61.69,29.95,22.78,19.2,-193.7549233,0.414905787
../../../saved_checkpoint/cifar10/cifar10_Concrete_3.model,cifar10c,gaussian_noise,2,none,FALSE,FALSE,FALSE,FALSE,0,3.587941808,50.97,69.45,65.98,63.66,29.6,22.97,19.43,-184.1069102,0.3830643
../../../saved_checkpoint/cifar10/cifar10_Concrete_1.model,cifar10c,gaussian_noise,3,none,FALSE,FALSE,FALSE,FALSE,0,6.344796915,31.13,54.88,49.38,46.71,33.23,25.07,21.18,-325.9123802,0.590596795
../../../saved_checkpoint/cifar10/cifar10_Concrete_2.model,cifar10c,gaussian_noise,3,none,FALSE,FALSE,FALSE,FALSE,0,5.89346118,32.49,57.4,52.5,49.41,32.59,25.49,21.56,-293.7474728,0.577598274
../../../saved_checkpoint/cifar10/cifar10_Concrete_3.model,cifar10c,gaussian_noise,3,none,FALSE,FALSE,FALSE,FALSE,0,4.970208011,37.95,63.12,57.52,54.33,36.17,27.61,23.18,-256.1604023,0.504332364
../../../saved_checkpoint/cifar10/cifar10_Concrete_1.model,cifar10c,gaussian_noise,4,none,FALSE,FALSE,FALSE,FALSE,0,7.528023384,24.5,49.89,44.37,41.13,32.47,25.07,21.01,-390.9528255,0.668648899
../../../saved_checkpoint/cifar10/cifar10_Concrete_2.model,cifar10c,gaussian_noise,4,none,FALSE,FALSE,FALSE,FALSE,0,6.805999005,26.81,53.6,47.52,44.27,33.79,25.33,21.16,-338.8862133,0.64533782
../../../saved_checkpoint/cifar10/cifar10_Concrete_3.model,cifar10c,gaussian_noise,4,none,FALSE,FALSE,FALSE,FALSE,0,5.594252471,32.83,60.37,54.47,51.08,38.96,30,25.37,-289.7121668,0.55633235
../../../saved_checkpoint/cifar10/cifar10_Concrete_1.model,cifar10c,gaussian_noise,5,none,FALSE,FALSE,FALSE,FALSE,0,8.596251389,20.39,45.61,39.96,36.78,31.1,23.85,20.05,-454.4933796,0.721222281
../../../saved_checkpoint/cifar10/cifar10_Concrete_4.model,cifar10c,gaussian_noise,1,none,FALSE,FALSE,FALSE,FALSE,0,1.820544338,67.34,77.78,75.89,74.82,24.04,18.11,14.98,-106.2024951,0.213784307
../../../saved_checkpoint/cifar10/cifar10_Concrete_2.model,cifar10c,gaussian_noise,5,none,FALSE,FALSE,FALSE,FALSE,0,7.560084681,23.24,49.18,42.81,39.6,32.26,24.05,20.14,-378.8155794,0.688799918
../../../saved_checkpoint/cifar10/cifar10_Concrete_3.model,cifar10c,gaussian_noise,5,none,FALSE,FALSE,FALSE,FALSE,0,6.115594493,29.5,57.51,51.15,47.43,39.87,30.75,25.57,-317.599082,0.589695573
../../../saved_checkpoint/cifar10/cifar10_Concrete_4.model,cifar10c,gaussian_noise,2,none,FALSE,FALSE,FALSE,FALSE,0,3.65214122,45.49,65.03,61.14,58.72,32.54,25.29,21.11,-202.6037931,0.405044913
../../../saved_checkpoint/cifar10/cifar10_Concrete_4.model,cifar10c,gaussian_noise,3,none,FALSE,FALSE,FALSE,FALSE,0,5.653845357,28.26,53.11,47.29,44.63,34.15,25.89,22.09,-317.3542023,0.580056012
../../../saved_checkpoint/cifar10/cifar10_Contextual_5.model,cifar10c,snow,1,none,FALSE,FALSE,FALSE,FALSE,0,0.88484859,81.39,83.8,83.55,83.3,17.27,13.1,10.83,-67.55694747,0.094135843
../../../saved_checkpoint/cifar10/cifar10_Concrete_4.model,cifar10c,gaussian_noise,4,none,FALSE,FALSE,FALSE,FALSE,0,6.595820963,23.13,47,41.55,38.69,31.89,24.42,20.42,-376.4984369,0.641394377
../../../saved_checkpoint/cifar10/cifar10_Contextual_5.model,cifar10c,snow,2,none,FALSE,FALSE,FALSE,FALSE,0,1.729399333,64.07,76.47,74.47,72.89,26.44,19.98,16.76,-120.1720834,0.204927653
../../../saved_checkpoint/cifar10/cifar10_Contextual_5.model,cifar10c,snow,3,none,FALSE,FALSE,FALSE,FALSE,0,1.346929851,70.63,78.33,77.07,76.22,23.94,17.66,14.73,-99.86355901,0.156677753
../../../saved_checkpoint/cifar10/cifar10_Concrete_4.model,cifar10c,gaussian_noise,5,none,FALSE,FALSE,FALSE,FALSE,0,7.367926418,19.89,41.44,36.07,33.66,28.65,21.46,18.13,-427.8418541,0.683335781
../../../saved_checkpoint/cifar10/cifar10_Contextual_5.model,cifar10c,snow,4,none,FALSE,FALSE,FALSE,FALSE,0,1.488614316,67.83,77.33,76.21,75.53,26.38,20.26,17.18,-110.3763461,0.17637229
