0,0,0.499897
1,90,0.499984
2,180,0.500052
3,270,0.500141
4,360,0.500427
5,450,0.499875
6,540,0.499619
7,630,0.500001
8,720,0.499978
9,810,0.500180
10,900,0.499663
11,990,0.499787
12,1080,0.500656
13,1170,0.500520
14,1260,0.500343
15,1350,0.500183
16,1440,0.499976
17,1530,0.500571
18,1620,0.500113
19,1710,0.500431
20,1800,0.500312
21,1890,0.500121
22,1980,0.501114
23,2070,0.500820
24,2160,0.499629
25,2250,0.499319
26,2340,0.500352
27,2430,0.500109
28,2520,0.499502
29,2610,0.500228
30,2700,0.499649
31,2790,0.500062
32,2880,0.499802
33,2970,0.499851
34,3060,0.500073
35,3150,0.499965
36,3240,0.500279
37,3330,0.499501
38,3420,0.500072
39,3510,0.500130
40,3600,0.499731
41,3690,0.500110
42,3780,0.499442
43,3870,0.500140
44,3960,0.500032
45,4050,0.500883
46,4140,0.499741
47,4230,0.499776
48,4320,0.499800
49,4410,0.500088
50,4500,0.499903
51,4590,0.500083
52,4680,0.500056
53,4770,0.499818
54,4860,0.499361
55,4950,0.499652
56,5040,0.500288
57,5130,0.500877
58,5220,0.500104
59,5310,0.500262
60,5400,0.500067
61,5490,0.499672
62,5580,0.500708
63,5670,0.500165
64,5760,0.500144
65,5850,0.500704
66,5940,0.500109
67,6030,0.499757
68,6120,0.499068
69,6210,0.500195
70,6300,0.500447
71,6390,0.499736
72,6480,0.499584
73,6570,0.500492
74,6660,0.499939
75,6750,0.500374
76,6840,0.500173
77,6930,0.500191
78,7020,0.500376
79,7110,0.500585
80,7200,0.500195
81,7290,0.500455
82,7380,0.499714
83,7470,0.499845
84,7560,0.500056
85,7650,0.500061
86,7740,0.500170
87,7830,0.499746
88,7920,0.500221
89,8010,0.499887
90,8100,0.500451
91,8190,0.501128
92,8280,0.500329
93,8370,0.499346
94,8460,0.498908
95,8550,0.499879
96,8640,0.499780
97,8730,0.500049
98,8820,0.499642
99,8910,0.499771
100,9000,0.499809
101,9090,0.500094
102,9180,0.499352
103,9270,0.500272
104,9360,0.500548
105,9450,0.500594
106,9540,0.499613
107,9630,0.499913
108,9720,0.500229
109,9810,0.500282
110,9900,0.499912
111,9990,0.499985
112,10080,0.500149
113,10170,0.499822
114,10260,0.500000
115,10350,0.499593
116,10440,0.500586
