0,0,54905.287489
1,90,10651.303876
2,180,6699.213298
3,270,2375.848726
4,360,703.234675
5,450,532.801022
6,540,344.643844
7,630,282.710827
8,720,161.826522
9,810,149.608879
10,900,145.317784
11,990,625.866687
12,1080,1465.002526
13,1170,442.909982
14,1260,155.179142
15,1350,227.985642
16,1440,97.390933
17,1530,92.621834
18,1620,115.108205
19,1710,123.696150
20,1800,481.756236
21,1890,461.019405
22,1980,950.695943
23,2070,1038.235904
24,2160,313.098832
25,2250,146.592605
26,2340,91.260589
27,2430,365.715932
28,2520,521.024962
29,2610,889.248729
30,2700,1346.070495
31,2790,365.546142
32,2880,231.648778
33,2970,67.437183
34,3060,47.961085
35,3150,40.590789
36,3240,43.362041
37,3330,57.476940
38,3420,36.947539
39,3510,66.222930
40,3600,131.987876
41,3690,2461.794048
42,3780,1510.476625
43,3870,102.797812
44,3960,12.830528
45,4050,5.535307
46,4140,1.833785
47,4230,1.507756
48,4320,0.862911
49,4410,0.919944
