0,0,3.209945
1,90,2.481663
2,180,2.445117
3,270,2.407947
4,360,2.404346
5,450,2.406420
6,540,2.406207
7,630,2.400616
8,720,2.391988
9,810,2.397135
10,900,2.393891
11,990,2.391545
12,1080,2.386776
13,1170,2.384103
14,1260,2.384637
15,1350,2.388828
16,1440,2.382017
17,1530,2.377699
18,1620,2.377005
19,1710,2.376228
20,1800,2.375039
21,1890,2.377222
22,1980,2.373221
23,2070,2.367212
24,2160,2.340055
25,2250,2.313449
26,2340,2.285925
27,2430,2.254978
28,2520,2.231941
29,2610,2.218919
30,2700,2.186034
31,2790,2.203113
32,2880,2.185819
33,2970,2.179700
34,3060,2.172188
35,3150,2.175456
36,3240,2.164527
37,3330,2.177000
38,3420,2.152334
39,3510,2.151237
40,3600,2.152981
41,3690,2.141404
42,3780,2.144369
43,3870,2.157012
44,3960,2.137611
45,4050,2.143797
46,4140,2.138619
47,4230,2.130661
48,4320,2.133065
49,4410,2.121111
