,train_loss,GFN_losses
0,1.6967519411263756,0
1,1.2758364749792666,0
2,1.0403347868508044,0
3,0.859091223047945,0
4,0.7453989198032659,0
5,0.6531171861548013,0
6,0.5991229985278255,0
7,0.556524741954316,0
8,0.5043491527866631,0
9,0.4771173064129802,0
10,0.4499197629884409,0
11,0.4287814435105735,0
12,0.40539559855247836,0
13,0.38978085916834515,0
14,0.3725686899770182,0
15,0.3660674162756521,0
16,0.3562708440870523,0
17,0.33705321554177864,0
18,0.32950320149572515,0
19,0.32392629381185906,0
20,0.31773025559160273,0
21,0.31343594350563453,0
22,0.3058737043660289,0
23,0.30253206302944463,0
24,0.2949231780898838,0
25,0.28819585317811264,0
26,0.28327581029349624,0
27,0.28041307216349504,0
28,0.28407531474440245,0
29,0.282665310481105,0
30,0.27136694523282706,0
31,0.26190794247407884,0
32,0.2687485128069838,0
33,0.2624211286108334,0
34,0.26284810576956874,0
35,0.26042400431423524,0
36,0.25287979312788567,0
37,0.256123441833848,0
38,0.24940824280150783,0
39,0.24560025401008775,0
40,0.2517374726339651,0
41,0.2517760920638855,0
42,0.24517734441608666,0
43,0.23450868222088858,0
44,0.23910864471151425,0
45,0.23776515016254907,0
46,0.2350638328364101,0
47,0.23109752051651286,0
48,0.23523128483765804,0
49,0.23108645887991872,0
50,0.2292583996352677,0
51,0.22510874107146797,0
52,0.2289669267809429,0
53,0.21892069125423036,0
54,0.22595071161802585,0
55,0.21905214789385993,0
56,0.2159423586278678,0
57,0.22270786671783216,0
58,0.22442736229100546,0
59,0.2158709264125306,0
60,0.2223525292005021,0
61,0.22130508935108734,0
62,0.2179509426791447,0
63,0.2129963675674539,0
64,0.21709983303143193,0
65,0.21724421564287272,0
66,0.21077912699538298,0
67,0.20904813999661243,0
68,0.20816552186735904,0
69,0.2080727646145196,0
70,0.2078338380629262,0
71,0.21169462997597246,0
72,0.20804854893027402,0
73,0.2073453201915319,0
74,0.21057701695222444,0
75,0.21006072457796468,0
76,0.20781370371389693,0
77,0.2078374634725979,0
78,0.20683283865832672,0
79,0.20702088136261645,0
80,0.20600065458030364,0
81,0.2063371843566148,0
82,0.2054559921209043,0
83,0.20013335550697847,0
84,0.20484480487938506,0
85,0.20856287318487138,0
86,0.20491869911884728,0
87,0.19922826477228261,0
88,0.19968188811129275,0
89,0.19793559596561394,0
90,0.20028218084250016,0
91,0.20130676271530767,0
92,0.20213087874289137,0
93,0.2040226863929258,0
94,0.196303671791245,0
95,0.19749904683413216,0
96,0.20115342312537063,0
97,0.19905921878715674,0
98,0.20087494256016544,0
99,0.19961057358180373,0
100,0.1982604655832909,0
101,0.19728669164755855,0
102,0.19573544296688927,0
103,0.19783128362398938,0
104,0.20128647997356452,0
105,0.19879427992592985,0
106,0.19554721856840884,0
107,0.19467497445619145,0
108,0.19068124014348647,0
109,0.19282796598090152,0
110,0.19540751673066958,0
111,0.19101082976348102,0
112,0.19274412471646318,0
113,0.18772939164131974,0
114,0.20166117336136846,0
115,0.19263975534100122,0
116,0.19088308146586433,0
117,0.19602259541281497,0
118,0.18692417837941228,0
119,0.19364456884777204,0
120,0.19534885423918502,0
121,0.19032613779552066,0
122,0.19185994327449188,0
123,0.19046631979104428,0
124,0.18961315052197003,0
125,0.1844836857657844,0
126,0.18959433535417428,0
127,0.19310342534757652,0
128,0.20177846013928374,0
129,0.18681727625881903,0
130,0.1870683225246664,0
131,0.1826491382080145,0
132,0.1884115379387007,0
133,0.1878205385927956,0
134,0.19042920248624615,0
135,0.18748243436360132,0
136,0.19039528785993498,0
137,0.19796360160310428,0
138,0.1916240008351521,0
139,0.1866773694944077,0
140,0.18788302498170362,0
141,0.18542553977177928,0
142,0.18969788658209502,0
143,0.18845366179562226,0
144,0.17990573756277753,0
145,0.1936115139779953,0
146,0.19123907082568342,0
147,0.18296803212679993,0
148,0.18981748983597221,0
149,0.19194209316191962,0
150,0.18429672677581682,0
151,0.196671770546383,0
152,0.18492096493514582,0
153,0.18484867646242864,0
154,0.18571040300896374,0
155,0.1903172673913427,0
156,0.19024634544556132,0
157,0.18156849526273558,0
158,0.18522598282597696,0
159,0.18254197795931904,0
160,0.19039665807645542,0
161,0.18856911827771428,0
162,0.18722412230583807,0
163,0.18541345992884317,0
164,0.1846326763589923,0
165,0.18171753410618907,0
166,0.1822548786315103,0
167,0.180951066327076,0
168,0.181813642358818,0
169,0.18439720574611673,0
170,0.18507210697276524,0
171,0.1837631225847779,0
172,0.18419098374418938,0
173,0.18652306187647982,0
174,0.1781786247468985,0
175,0.18792940100161032,0
176,0.18191291385898575,0
177,0.18039005899581664,0
178,0.18345336154246103,0
179,0.1822249256550504,0
180,0.18500634189992668,0
181,0.18171105601679022,0
182,0.18325806311525095,0
183,0.18528301478289186,0
184,0.1818188136925522,0
185,0.1862621652646758,0
186,0.18561677835857907,0
187,0.17834028700432078,0
188,0.179446031348393,0
189,0.18397952932804917,0
190,0.1818095357320941,0
191,0.17483894993512394,0
192,0.1835360344225606,0
193,0.17716622174071808,0
194,0.18538577269060544,0
195,0.1817174921044336,0
196,0.1819537380537667,0
197,0.17913542999722326,0
198,0.17966442843214772,0
199,0.1822235429534516,0
200,0.1862203367411519,0
201,0.17617207914352798,0
202,0.1851102882109511,0
203,0.18384609665400303,0
204,0.18139578448459745,0
205,0.1815031681792995,0
206,0.18012226358674965,0
207,0.17871498808074301,0
208,0.17620976329944765,0
209,0.18345794856500702,0
210,0.17937935980411765,0
211,0.18677912846493264,0
212,0.17751672633063678,0
213,0.18329206378029558,0
214,0.1818918039480718,0
215,0.17865445114934025,0
216,0.18018817067289125,0
217,0.17436637925787474,0
218,0.17885009052987677,0
219,0.18202299715135806,0
220,0.18071534678625603,0
221,0.17806776579671774,0
222,0.1755457395396103,0
223,0.18017738414839052,0
224,0.1828661964129145,0
225,0.17581294616237997,0
226,0.17322935294895508,0
227,0.18276197589433993,0
228,0.1788681232319853,0
229,0.17725822127189117,0
230,0.18194938872378474,0
231,0.18022468909859277,0
232,0.17727688063209812,0
233,0.18276996689196973,0
234,0.1806457028173791,0
235,0.17248604729914438,0
236,0.18282191595806482,0
237,0.17326803479236536,0
238,0.1840251078144811,0
239,0.17181774901267818,0
240,0.17844021364379994,0
241,0.1722893840112625,0
242,0.17616422951649935,0
243,0.1758950607726178,0
244,0.18286765259675705,0
245,0.18616187651031696,0
246,0.17441725704711847,0
247,0.1790084718420102,0
248,0.1780316002500324,0
249,0.17988242952825542,0
250,0.17948861242816472,0
251,0.17492203331126954,0
252,0.18027678402230002,0
253,0.17443050389377454,0
254,0.17204461776362823,0
255,0.17916843637871666,0
256,0.1751408358684744,0
257,0.17372958458507784,0
258,0.1840161358634123,0
259,0.1699323677502501,0
260,0.17116079259271058,0
261,0.18195069788363033,0
262,0.18295526994874303,0
263,0.17454347422661873,0
264,0.18013934798229236,0
265,0.17994020964962226,0
266,0.16933875893965697,0
267,0.18040520088455547,0
268,0.1731920223980666,0
269,0.1792493814739366,0
270,0.17932011714330115,0
271,0.17693442819169916,0
272,0.17679530784440117,0
273,0.17526582033394245,0
274,0.17514423495188308,0
275,0.1828515279454926,0
276,0.17293186276294173,0
277,0.17653058428829088,0
278,0.17533765479731864,0
279,0.17495388586443072,0
280,0.1755265764796886,0
281,0.1789417888124149,0
282,0.1678633197380331,0
283,0.17815465737169925,0
284,0.17201194098106207,0
285,0.18154283955740852,0
286,0.17484767632648207,0
287,0.17960152184715666,0
288,0.1729203375359884,0
