,train_loss,test_acc,test_error,GFN_losses,test_acc_OOD,test_error_OOD
0,2.264393240213394,0.1972,8028,0,0.19719999999999996,8028.0
1,2.1077254116535187,0.2055,7945,0,0.17996666666666664,7945.0
2,1.8655830472707748,0.2234,7766,0,0.15180000000000002,7766.0
3,1.4627023488283157,0.3039,6960,0,0.1939,6960.0
4,1.0893512517213821,0.3688,6312,0,0.1704,6312.0
5,0.7812875136733055,0.4154,5846,0,0.1809333333333333,5846.0
6,0.6307909339666367,0.4869,5131,0,0.22253333333333333,5131.0
7,0.4685453325510025,0.5024,4976,0,0.22546666666666668,4976.0
8,0.3722323440015316,0.4904,5096,0,0.2058333333333333,5096.0
9,0.28006478771567345,0.5195,4805,0,0.22473333333333334,4805.0
10,0.22316785715520382,0.5537,4463,0,0.2382,4463.0
11,0.2037001233547926,0.5367,4633,0,0.22586666666666666,4633.0
12,0.19152825325727463,0.5586,4414,0,0.2221,4414.0
13,0.15060975402593613,0.5247,4752,0,0.2252333333333333,4752.0
14,0.10499317338690162,0.549,4510,0,0.22283333333333336,4510.0
15,0.12023469060659409,0.5012,4988,0,0.21396666666666667,4988.0
16,0.1299462839961052,0.5371,4629,0,0.2376,4629.0
17,0.1470312513411045,0.5287,4713,0,0.22799999999999998,4713.0
18,0.10661562066525221,0.5692,4308,0,0.22930000000000003,4308.0
19,0.08667403226718307,0.5621,4379,0,0.23063333333333333,4379.0
20,0.07458314253017306,0.5772,4227,0,0.23403333333333332,4227.0
21,0.07289974438026547,0.6011,3989,0,0.23429999999999998,3989.0
22,0.052279328694567084,0.5802,4197,0,0.23586666666666667,4197.0
23,0.046864282223396,0.5721,4278,0,0.23113333333333333,4278.0
24,0.048761106096208096,0.5761,4239,0,0.2339,4239.0
25,0.024881268909666687,0.5827,4173,0,0.2433,4173.0
26,0.02812004543375224,0.5737,4263,0,0.24849999999999997,4263.0
27,0.027777984563726932,0.5782,4217,0,0.2511,4217.0
28,0.039673003600910306,0.5673,4327,0,0.2507333333333333,4327.0
29,0.0524382822914049,0.5793,4207,0,0.25079999999999997,4207.0
