,train_loss,test_acc,test_error,GFN_losses,test_acc_OOD,test_error_OOD
0,2.4492328464984894,0.1,9000,0,0.10000000000000002,9000.0
1,2.364255964756012,0.1,9000,0,0.10000000000000002,9000.0
2,2.2976567149162292,0.1,9000,0,0.10000000000000002,9000.0
3,2.2907562255859375,0.1002,8998,0,0.10000000000000002,8998.0
4,2.284116119146347,0.1427,8573,0,0.12783333333333333,8573.0
5,2.2669747173786163,0.1365,8635,0,0.11633333333333333,8635.0
6,2.2164656817913055,0.1624,8376,0,0.15023333333333333,8376.0
7,2.187510520219803,0.1507,8493,0,0.14246666666666666,8493.0
8,2.0868277549743652,0.1718,8282,0,0.14846666666666666,8282.0
9,2.0715283304452896,0.1497,8503,0,0.14796666666666666,8503.0
10,1.999870553612709,0.171,8290,0,0.15936666666666666,8290.0
11,1.9429997652769089,0.1786,8214,0,0.16736666666666666,8214.0
12,1.8969514220952988,0.1905,8095,0,0.15713333333333332,8095.0
13,1.8732513189315796,0.1916,8084,0,0.16649999999999998,8084.0
14,1.8456624895334244,0.1886,8114,0,0.16463333333333333,8114.0
15,1.7561783343553543,0.1979,8021,0,0.15913333333333332,8021.0
16,1.7399088591337204,0.1916,8084,0,0.152,8084.0
17,1.818787693977356,0.1747,8253,0,0.15206666666666666,8253.0
18,1.7671973258256912,0.1934,8066,0,0.15763333333333332,8066.0
19,1.7343431562185287,0.2087,7913,0,0.18610000000000002,7913.0
20,1.7011104971170425,0.196,8040,0,0.14550000000000002,8040.0
21,1.7292033582925797,0.2058,7942,0,0.17463333333333333,7942.0
22,1.6803846657276154,0.2157,7843,0,0.17436666666666667,7843.0
23,1.677412986755371,0.2185,7815,0,0.18136666666666668,7815.0
24,1.640971153974533,0.2134,7866,0,0.16433333333333333,7866.0
25,1.6356419920921326,0.2248,7752,0,0.18600000000000003,7752.0
26,1.6085631996393204,0.2288,7712,0,0.1794,7712.0
27,1.5999022424221039,0.2235,7765,0,0.16293333333333335,7765.0
28,1.5427924394607544,0.2451,7549,0,0.18966666666666665,7549.0
29,1.5372819900512695,0.2401,7599,0,0.17236666666666667,7599.0
30,1.491458922624588,0.2428,7572,0,0.17273333333333332,7572.0
31,1.4754552096128464,0.2388,7612,0,0.17176666666666665,7612.0
32,1.5015657544136047,0.2296,7704,0,0.17096666666666668,7704.0
33,1.4741743952035904,0.2301,7699,0,0.17846666666666666,7699.0
34,1.4730597287416458,0.2276,7724,0,0.16806666666666667,7724.0
35,1.457127332687378,0.2301,7699,0,0.17966666666666667,7699.0
36,1.5712724924087524,0.2325,7675,0,0.16723333333333334,7675.0
37,1.758303850889206,0.2045,7955,0,0.15940000000000001,7955.0
38,1.8307739794254303,0.2008,7992,0,0.18056666666666665,7992.0
39,1.8167198598384857,0.2005,7995,0,0.16866666666666666,7995.0
40,1.6819726079702377,0.2249,7751,0,0.1766,7751.0
41,1.5643925964832306,0.235,7650,0,0.18099999999999997,7650.0
42,1.483227550983429,0.2317,7683,0,0.18663333333333335,7683.0
43,1.4483527094125748,0.2335,7665,0,0.16616666666666666,7665.0
44,1.4347897469997406,0.2475,7524,0,0.1713,7524.0
45,1.4292327761650085,0.2467,7533,0,0.1865666666666667,7533.0
46,1.4690474271774292,0.2472,7528,0,0.1773,7528.0
47,1.4076812416315079,0.2588,7412,0,0.1747,7412.0
48,1.3673246800899506,0.2614,7385,0,0.1842,7385.0
49,1.3763453364372253,0.2378,7622,0,0.16006666666666666,7622.0
50,1.4482269883155823,0.2218,7782,0,0.16256666666666666,7782.0
51,1.6594455540180206,0.1897,8103,0,0.1406,8103.0
52,1.6952006816864014,0.2146,7854,0,0.17120000000000002,7854.0
53,1.64644655585289,0.2199,7801,0,0.16343333333333335,7801.0
54,1.5529445260763168,0.2388,7612,0,0.17966666666666664,7612.0
55,1.502655953168869,0.2342,7658,0,0.1681666666666667,7658.0
56,1.4005396515130997,0.2349,7651,0,0.1586,7651.0
57,1.3693315982818604,0.2503,7497,0,0.18486666666666665,7497.0
58,1.3542316108942032,0.2419,7581,0,0.1748333333333333,7581.0
59,1.327520802617073,0.2459,7541,0,0.1746,7541.0
60,1.3430355936288834,0.2423,7577,0,0.16963333333333333,7577.0
61,1.3321402668952942,0.2556,7443,0,0.1671,7443.0
62,1.2734663039445877,0.2441,7559,0,0.16790000000000002,7559.0
63,1.2804542481899261,0.2568,7432,0,0.17166666666666666,7432.0
64,1.3337070792913437,0.2484,7516,0,0.1623,7516.0
65,1.3071603178977966,0.2525,7475,0,0.16906666666666667,7475.0
