,train_loss,test_acc,test_error,GFN_losses,test_acc_OOD,test_error_OOD
0,2.384844124317169,0.1972,8028,0,0.19719999999999996,8028.0
1,2.252136766910553,0.1972,8028,0,0.19719999999999996,8028.0
2,2.24598091840744,0.1972,8028,0,0.19719999999999996,8028.0
3,2.2464572489261627,0.1972,8028,0,0.19719999999999996,8028.0
4,2.241692990064621,0.1975,8025,0,0.19683333333333333,8025.0
5,2.243536740541458,0.1942,8058,0,0.1946,8058.0
6,2.2382222712039948,0.1929,8071,0,0.1922,8071.0
7,2.2351076304912567,0.1922,8078,0,0.19146666666666667,8078.0
8,2.23710173368454,0.1922,8078,0,0.19183333333333333,8078.0
9,2.241501599550247,0.1928,8072,0,0.19196666666666665,8072.0
10,2.2399964034557343,0.1924,8076,0,0.1922,8076.0
11,2.2332610487937927,0.1933,8067,0,0.1935,8067.0
12,2.2233653366565704,0.1929,8071,0,0.1938,8071.0
13,2.182204782962799,0.1975,8025,0,0.19383333333333333,8025.0
14,2.070850282907486,0.2038,7962,0,0.18999999999999997,7962.0
15,1.9278952926397324,0.2141,7859,0,0.19356666666666666,7859.0
16,1.8263459652662277,0.1907,8093,0,0.16276666666666664,8093.0
17,1.796921193599701,0.1955,8045,0,0.1444,8045.0
18,1.6968795210123062,0.1897,8103,0,0.14643333333333333,8103.0
19,1.5671287029981613,0.2231,7769,0,0.15106666666666668,7769.0
20,1.495415836572647,0.2386,7614,0,0.15566666666666665,7614.0
21,1.334990754723549,0.2752,7248,0,0.1822,7248.0
22,1.2819990068674088,0.2335,7665,0,0.15653333333333333,7665.0
23,1.130264788866043,0.286,7140,0,0.1749666666666667,7140.0
24,1.052001602947712,0.2526,7474,0,0.14786666666666667,7474.0
25,1.112754687666893,0.2782,7218,0,0.16436666666666666,7218.0
26,1.0431371182203293,0.2955,7045,0,0.16556666666666667,7045.0
27,1.0141232386231422,0.298,7020,0,0.1598,7020.0
28,0.8971722945570946,0.3227,6773,0,0.16776666666666665,6773.0
29,0.9004695862531662,0.3373,6627,0,0.17216666666666666,6627.0
30,0.8295420184731483,0.3514,6486,0,0.16593333333333332,6486.0
31,0.6996085494756699,0.3847,6153,0,0.1733,6153.0
32,0.5815533325076103,0.4063,5937,0,0.20143333333333333,5937.0
33,0.6032333672046661,0.3728,6272,0,0.18363333333333332,6272.0
34,0.5551969781517982,0.3947,6052,0,0.17953333333333335,6052.0
35,0.4950767979025841,0.4024,5976,0,0.1784,5976.0
36,0.5240217223763466,0.4396,5604,0,0.19113333333333335,5604.0
37,0.5303270630538464,0.2979,7020,0,0.15713333333333332,7020.0
38,0.5478909313678741,0.3537,6463,0,0.16590000000000002,6463.0
39,0.4422292709350586,0.3759,6241,0,0.17876666666666666,6241.0
40,0.31852680817246437,0.4444,5556,0,0.1922,5556.0
41,0.2657549995929003,0.4429,5570,0,0.19763333333333333,5570.0
42,0.2170321336016059,0.4682,5318,0,0.18689999999999998,5318.0
43,0.2518893387168646,0.4964,5036,0,0.19426666666666667,5036.0
44,0.22634594328701496,0.4717,5283,0,0.18960000000000002,5283.0
45,0.23850261513143778,0.4949,5051,0,0.19699999999999998,5051.0
46,0.18100368231534958,0.4674,5326,0,0.1804,5326.0
47,0.1947177816182375,0.478,5220,0,0.19886666666666666,5220.0
48,0.21514545753598213,0.4521,5479,0,0.1862,5479.0
49,0.18196254782378674,0.4777,5223,0,0.20009999999999997,5223.0
50,0.17146523296833038,0.4904,5096,0,0.20210000000000003,5096.0
51,0.1437608590349555,0.5219,4781,0,0.20573333333333332,4781.0
52,0.15299065504223108,0.4623,5377,0,0.19353333333333333,5377.0
53,0.15285907499492168,0.4876,5124,0,0.19766666666666666,5124.0
54,0.16749574150890112,0.4923,5077,0,0.1885,5077.0
55,0.1351167829707265,0.5082,4918,0,0.19436666666666666,4918.0
56,0.17218770273029804,0.5188,4812,0,0.2055,4812.0
57,0.14987659640610218,0.516,4840,0,0.19523333333333337,4840.0
58,0.13182513508945704,0.509,4910,0,0.18989999999999999,4910.0
59,0.11698311194777489,0.4558,5442,0,0.18286666666666665,5442.0
60,0.15425587259232998,0.5065,4935,0,0.20116666666666663,4935.0
61,0.1861801529303193,0.5156,4844,0,0.20809999999999998,4844.0
62,0.13776942249387503,0.462,5380,0,0.19643333333333335,5380.0
63,0.08959835208952427,0.5006,4994,0,0.20906666666666665,4994.0
64,0.10538805928081274,0.5176,4824,0,0.20909999999999998,4824.0
65,0.0911573376506567,0.51,4900,0,0.20533333333333334,4900.0
66,0.08241551509127021,0.5321,4679,0,0.21483333333333335,4679.0
67,0.07651939056813717,0.5391,4609,0,0.21740000000000004,4609.0
68,0.056567789521068335,0.5288,4711,0,0.2026,4711.0
69,0.05058532929979265,0.5349,4651,0,0.21043333333333333,4651.0
70,0.05963053414598107,0.5328,4671,0,0.2163333333333333,4671.0
71,0.07952357293106616,0.5259,4741,0,0.21219999999999997,4741.0
72,0.07768589910119772,0.5168,4832,0,0.20533333333333334,4832.0
73,0.06642269622534513,0.5069,4931,0,0.20753333333333332,4931.0
74,0.08594250259920955,0.4774,5225,0,0.20013333333333336,5225.0
75,0.0958681688643992,0.5083,4917,0,0.211,4917.0
76,0.10990989208221436,0.5271,4729,0,0.22043333333333334,4729.0
77,0.13470872398465872,0.5391,4609,0,0.2238,4609.0
78,0.11653646687045693,0.5126,4874,0,0.20356666666666667,4874.0
79,0.13908244669437408,0.5192,4808,0,0.22206666666666666,4808.0
80,0.14055161271244287,0.5119,4881,0,0.2189,4881.0
81,0.10515895299613476,0.5239,4761,0,0.1953666666666667,4761.0
82,0.07521733921021223,0.556,4439,0,0.20450000000000002,4439.0
83,0.07903020456433296,0.5543,4457,0,0.21003333333333332,4457.0
84,0.08219069568440318,0.5057,4943,0,0.19076666666666667,4943.0
85,0.14509321609511971,0.5442,4558,0,0.2134666666666667,4558.0
86,0.13542678859084845,0.5487,4513,0,0.21453333333333333,4513.0
