,LogPF,LogRmu,LogZmu,LogPF_BNN
134,-170.25721740722656,-3927.320068359375,0.0,111212.703125
135,-164.09866333007812,-0.15341058373451233,0.0,111212.703125
136,-163.38742065429688,-0.044821690768003464,0.0,111212.703125
137,-171.90118408203125,0.0,0.0,111212.703125
138,-172.7579803466797,-1.8924438953399658,0.0,111212.703125
139,-166.20108032226562,-0.9388092160224915,0.0,111212.703125
140,-168.05886840820312,-260.5075378417969,0.0,111212.703125
141,-165.54888916015625,-23.667911529541016,0.0,111212.703125
142,-179.02664184570312,-0.0009536738507449627,0.0,111212.703125
143,-168.86355590820312,-20.28972816467285,0.0,111212.703125
144,-161.7397003173828,0.0,0.0,111212.703125
145,-165.27581787109375,-0.00023841856454964727,0.0,111212.703125
146,-168.89918518066406,-0.00011920928227482364,0.0,111212.703125
147,-160.2254180908203,0.0,0.0,111212.703125
148,-167.95108032226562,-0.003576272400096059,0.0,111212.703125
149,-168.26161193847656,-14967.548828125,0.0,111212.703125
150,-167.2681427001953,-0.00023841856454964727,0.0,111212.703125
151,-171.2924346923828,-0.12265884131193161,0.0,111212.703125
152,-166.47634887695312,-0.0013113012537360191,0.0,111212.703125
153,-161.2624053955078,-0.004768359940499067,0.0,111212.703125
154,-166.25482177734375,-1261.0107421875,0.0,111212.703125
155,-167.58563232421875,-1.2629399299621582,0.0,111212.703125
156,-175.13624572753906,-92.48648834228516,0.0,111212.703125
157,-170.58013916015625,-0.029325056821107864,0.0,111212.703125
158,-167.00161743164062,-1.279369831085205,0.0,111212.703125
159,-165.93173217773438,-17578.408203125,0.0,111212.703125
160,-166.1252899169922,-12197.4638671875,0.0,111212.703125
161,-168.772705078125,-10042.603515625,0.0,111212.703125
162,-167.9856719970703,-3.675849199295044,0.0,111212.703125
163,-168.50732421875,0.0,0.0,111212.703125
164,-166.7166290283203,0.0,0.0,111212.703125
165,-163.56707763671875,-4247.5654296875,0.0,111212.703125
166,-166.07931518554688,-0.0003576278395485133,0.0,111212.703125
167,-167.9855499267578,-11189.0283203125,0.0,111212.703125
168,-162.9560546875,-6056.0556640625,0.0,111212.703125
169,-159.21316528320312,-9568.9599609375,0.0,111212.703125
170,-175.85379028320312,-2.439263343811035,0.0,111212.703125
171,-165.7623291015625,0.0,0.0,111212.703125
172,-162.72686767578125,-15436.7177734375,0.0,111212.703125
173,-165.2095947265625,-0.0005960462731309235,0.0,111212.703125
174,-163.09750366210938,0.0,0.0,111212.703125
175,-178.15087890625,0.0,0.0,111212.703125
176,-167.84300231933594,-0.01132481824606657,0.0,111212.703125
177,-166.46742248535156,-0.4236992299556732,0.0,111212.703125
178,-168.6683807373047,-738.6393432617188,0.0,111212.703125
179,-170.79550170898438,-1.580300211906433,0.0,111212.703125
180,-168.91799926757812,-1419.8450927734375,0.0,111212.703125
181,-168.5390167236328,-0.8603208661079407,0.0,111212.703125
182,-174.12002563476562,-4077.2734375,0.0,111212.703125
183,-167.723876953125,-0.6258912682533264,0.0,111212.703125
184,-169.2942352294922,0.0,0.0,111212.703125
185,-171.24026489257812,-3255.645751953125,0.0,111212.703125
186,-160.1708221435547,-821.2349853515625,0.0,111212.703125
187,-160.13909912109375,-3830.01806640625,0.0,111212.703125
188,-166.6198272705078,0.0,0.0,111212.703125
189,-167.63485717773438,0.0,0.0,111212.703125
190,-172.3458251953125,0.0,0.0,111212.703125
191,-173.49533081054688,-37.232608795166016,0.0,111212.703125
192,-168.7391815185547,-12.9254150390625,0.0,111212.703125
193,-169.59068298339844,-5276.76904296875,0.0,111212.703125
194,-170.02352905273438,0.0,0.0,111212.703125
195,-161.7168426513672,0.0,0.0,111212.703125
196,-179.34390258789062,-0.11419598013162613,0.0,111212.703125
197,-166.9906005859375,-12265.2568359375,0.0,111212.703125
198,-165.39356994628906,0.0,0.0,111212.703125
199,-163.43023681640625,-376.13250732421875,0.0,111212.703125
200,-163.79928588867188,-0.6605588793754578,0.0,111212.703125
201,-165.10621643066406,0.0,0.0,111212.703125
202,-164.04306030273438,-0.03659658133983612,0.0,111212.703125
203,-170.207763671875,-0.004768359940499067,0.0,111212.703125
204,-172.63006591796875,0.0,0.0,111212.703125
205,-168.30502319335938,-798.3993530273438,0.0,111212.703125
206,-163.17367553710938,-107.67211151123047,0.0,111212.703125
207,-170.78671264648438,0.0,0.0,111212.703125
208,-164.48306274414062,-0.19453065097332,0.0,111212.703125
209,-170.096923828125,-0.07939023524522781,0.0,111212.703125
210,-161.37771606445312,-16.147430419921875,0.0,111212.703125
211,-172.76705932617188,-0.00011920928227482364,0.0,111212.703125
212,-169.70135498046875,0.0,0.0,111212.703125
213,-166.06008911132812,-0.19941727817058563,0.0,111212.703125
214,-167.2722625732422,-232.51513671875,0.0,111212.703125
215,-165.0682373046875,-0.08403902500867844,0.0,111212.703125
216,-168.32427978515625,0.0,0.0,111212.703125
217,-162.98916625976562,-0.9719177484512329,0.0,111212.703125
218,-165.92552185058594,-1840.6170654296875,0.0,111212.703125
219,-162.3306427001953,-0.004053107928484678,0.0,111212.703125
220,-171.62533569335938,-22.06129264831543,0.0,111212.703125
221,-169.65037536621094,-18.641632080078125,0.0,111212.703125
222,-162.63430786132812,-2237.437255859375,0.0,111212.703125
223,-157.78199768066406,-0.0026226011104881763,0.0,111212.703125
224,-170.3345489501953,-14226.2958984375,0.0,111212.703125
225,-168.833984375,-19106.90625,0.0,111212.703125
226,-170.90158081054688,-9669.759765625,0.0,111212.703125
227,-173.11798095703125,-0.2669931650161743,0.0,111212.703125
228,-164.14236450195312,-3011.704345703125,0.0,111212.703125
229,-168.3713836669922,-0.6546022891998291,0.0,111212.703125
230,-166.5620574951172,-3997.004638671875,0.0,111212.703125
231,-170.81057739257812,-0.526885449886322,0.0,111212.703125
232,-175.98403930664062,0.0,0.0,111212.703125
233,-163.11251831054688,0.0,0.0,111212.703125
234,-161.78421020507812,-2388.654052734375,0.0,111212.703125
235,-167.86972045898438,0.0,0.0,111212.703125
236,-167.51754760742188,-29.032148361206055,0.0,111212.703125
237,-168.47378540039062,0.0,0.0,111212.703125
238,-170.94189453125,-0.0452985055744648,0.0,111212.703125
239,-164.39053344726562,-0.0008344646776095033,0.0,111212.703125
240,-161.22174072265625,-1223.61669921875,0.0,111212.703125
241,-165.16709899902344,-64.1563949584961,0.0,111212.703125
242,-169.52145385742188,-44.32343673706055,0.0,111212.703125
243,-169.62001037597656,-5462.58154296875,0.0,111212.703125
244,-176.58018493652344,-16710.455078125,0.0,111212.703125
245,-167.23094177246094,0.0,0.0,111212.703125
246,-165.54934692382812,-0.0020265558268874884,0.0,111212.703125
247,-165.38687133789062,-0.0011920923134312034,0.0,111212.703125
248,-169.2003173828125,-0.0739070326089859,0.0,111212.703125
249,-163.37664794921875,0.0,0.0,111212.703125
250,-169.35494995117188,-0.00691411504521966,0.0,111212.703125
251,-173.92889404296875,-0.001549719600006938,0.0,111212.703125
252,-171.65211486816406,-0.006437280680984259,0.0,111212.703125
253,-164.107177734375,-0.5085367560386658,0.0,111212.703125
254,-168.01358032226562,-1.4077049493789673,0.0,111212.703125
255,-159.06597900390625,0.0,0.0,111212.703125
256,-170.48150634765625,-191.3786163330078,0.0,111212.703125
257,-167.9601287841797,-0.11574552208185196,0.0,111212.703125
258,-170.27261352539062,-6520.74560546875,0.0,111212.703125
259,-172.9356231689453,0.0,0.0,111212.703125
260,-166.86744689941406,-7391.54248046875,0.0,111212.703125
261,-174.19529724121094,-3020.313232421875,0.0,111212.703125
262,-173.3948211669922,-32358.447265625,0.0,111212.703125
263,-167.8257293701172,-3183.084716796875,0.0,111212.703125
264,-160.1553497314453,0.0,0.0,111212.703125
265,-168.78042602539062,-0.0014305104268714786,0.0,111212.703125
266,-164.0484619140625,-0.03433168679475784,0.0,111212.703125
267,-167.7944793701172,-7.462009429931641,0.0,111212.703125
268,-168.25588989257812,-4645.57763671875,0.0,111212.703125
269,-166.82672119140625,-14061.8818359375,0.0,111212.703125
270,-173.76651000976562,-9878.3349609375,0.0,111212.703125
271,-172.54385375976562,-772.5675659179688,0.0,111212.703125
272,-174.18565368652344,-152.20663452148438,0.0,111212.703125
273,-171.00973510742188,-0.00023841856454964727,0.0,111212.703125
274,-174.0420684814453,-0.018119648098945618,0.0,111212.703125
275,-161.798095703125,-12.363814353942871,0.0,111212.703125
276,-177.471435546875,-10235.4423828125,0.0,111212.703125
277,-170.4739227294922,-3160.12890625,0.0,111212.703125
278,-164.35504150390625,-0.0019073467701673508,0.0,111212.703125
279,-166.41336059570312,0.0,0.0,111212.703125
280,-173.98471069335938,-98.30210876464844,0.0,111212.703125
281,-166.1473388671875,-8851.634765625,0.0,111212.703125
282,-169.091796875,-5.086694717407227,0.0,111212.703125
283,-167.5806121826172,-524.6387939453125,0.0,111212.703125
284,-172.50120544433594,-5.075190544128418,0.0,111212.703125
285,-171.4187469482422,-0.07462222874164581,0.0,111212.703125
286,-165.16549682617188,-0.25817400217056274,0.0,111212.703125
287,-167.72100830078125,0.0,0.0,111212.703125
288,-163.5286407470703,-14317.96875,0.0,111212.703125
289,-170.56625366210938,-4.939259052276611,0.0,111212.703125
290,-166.85684204101562,-268.4704284667969,0.0,111212.703125
291,-174.2998809814453,0.0,0.0,111212.703125
292,-164.0674285888672,-395.9252014160156,0.0,111212.703125
293,-165.9439697265625,0.0,0.0,111212.703125
294,-161.9578857421875,-169.73345947265625,0.0,111212.703125
295,-174.05775451660156,-3080.287841796875,0.0,111212.703125
296,-173.9886932373047,-618.4884033203125,0.0,111212.703125
297,-173.31016540527344,-0.00011920928227482364,0.0,111212.703125
298,-166.39462280273438,-0.00011920928227482364,0.0,111212.703125
299,-168.80337524414062,-0.00858303252607584,0.0,111212.703125
300,-165.61489868164062,0.0,0.0,111212.703125
301,-158.43484497070312,-2018.4393310546875,0.0,111212.703125
302,-163.19931030273438,-1.7027654647827148,0.0,111212.703125
303,-172.04440307617188,-1639.0849609375,0.0,111212.703125
304,-173.09901428222656,-203.31602478027344,0.0,111212.703125
305,-161.70458984375,-11.983781814575195,0.0,111212.703125
306,-169.05093383789062,-7390.37646484375,0.0,111212.703125
307,-165.15133666992188,-0.00023841856454964727,0.0,111212.703125
308,-178.51776123046875,-408.14697265625,0.0,111212.703125
309,-170.78602600097656,-428.4283752441406,0.0,111212.703125
310,-169.0934600830078,0.0,0.0,111212.703125
311,-166.82186889648438,0.0,0.0,111212.703125
312,-165.86203002929688,0.0,0.0,111212.703125
313,-161.24423217773438,-0.00011920928227482364,0.0,111212.703125
314,-172.1486053466797,-0.0009536738507449627,0.0,111212.703125
315,-163.26239013671875,-0.9280903935432434,0.0,111212.703125
316,-168.52113342285156,0.0,0.0,111212.703125
317,-168.11375427246094,-18523.859375,0.0,111212.703125
318,-174.63551330566406,-2.7057249546051025,0.0,111212.703125
319,-163.02713012695312,-5065.26904296875,0.0,111212.703125
320,-167.23440551757812,-7624.77880859375,0.0,111212.703125
321,-170.5164794921875,-1247.6173095703125,0.0,111212.703125
322,-168.56231689453125,-0.02038458175957203,0.0,111212.703125
323,-166.54086303710938,-69.5281982421875,0.0,111212.703125
324,-169.10757446289062,-4.432139873504639,0.0,111212.703125
325,-165.13575744628906,-8.02637004852295,0.0,111212.703125
326,-167.8128662109375,-32.55592346191406,0.0,111212.703125
327,-172.79437255859375,0.0,0.0,111212.703125
328,-169.37973022460938,0.0,0.0,111212.703125
329,-165.05471801757812,-16.108488082885742,0.0,111212.703125
330,-166.23973083496094,0.0,0.0,111212.703125
331,-174.894775390625,-0.21038226783275604,0.0,111212.703125
332,-162.74725341796875,0.0,0.0,111212.703125
333,-167.5352783203125,-0.0003576278395485133,0.0,111212.703125
334,-163.64303588867188,-4.740903377532959,0.0,111212.703125
335,-171.20538330078125,-7.661009311676025,0.0,111212.703125
336,-166.04183959960938,-4076.545654296875,0.0,111212.703125
337,-169.94793701171875,0.0,0.0,111212.703125
338,-168.9612579345703,-1.4861501455307007,0.0,111212.703125
339,-170.1295928955078,-2054.130126953125,0.0,111212.703125
340,-177.2099609375,0.0,0.0,111212.703125
341,-163.33175659179688,-1.5779199600219727,0.0,111212.703125
342,-168.29010009765625,-19.979419708251953,0.0,111212.703125
343,-176.02279663085938,-4178.24169921875,0.0,111212.703125
344,-169.95449829101562,-0.14089545607566833,0.0,111212.703125
345,-161.38316345214844,-0.6492413878440857,0.0,111212.703125
346,-170.20970153808594,-3444.877685546875,0.0,111212.703125
347,-179.4781036376953,-7.496559143066406,0.0,111212.703125
348,-164.955810546875,-0.13302873075008392,0.0,111212.703125
349,-166.05397033691406,-0.0021457651164382696,0.0,111212.703125
350,-165.05307006835938,0.0,0.0,111212.703125
351,-167.11077880859375,-306.64630126953125,0.0,111212.703125
352,-167.5689697265625,0.0,0.0,111212.703125
353,-167.53662109375,0.0,0.0,111212.703125
354,-167.68885803222656,-0.04660974442958832,0.0,111212.703125
355,-171.76246643066406,-12771.2822265625,0.0,111212.703125
356,-173.24827575683594,0.0,0.0,111212.703125
357,-163.04443359375,-39.905094146728516,0.0,111212.703125
358,-163.96607971191406,-432.1045837402344,0.0,111212.703125
359,-169.91696166992188,-4011.692626953125,0.0,111212.703125
360,-173.39129638671875,-3489.29931640625,0.0,111212.703125
361,-166.8836669921875,-0.0010728830238804221,0.0,111212.703125
362,-167.31051635742188,0.0,0.0,111212.703125
363,-167.96810913085938,-1.2652019262313843,0.0,111212.703125
364,-166.70599365234375,-0.005722029600292444,0.0,111212.703125
365,-166.59568786621094,-0.00023841856454964727,0.0,111212.703125
366,-169.97007751464844,-3251.891357421875,0.0,111212.703125
367,-164.21597290039062,-0.0003576278395485133,0.0,111212.703125
368,-167.15057373046875,-0.0026226011104881763,0.0,111212.703125
369,-173.07778930664062,0.0,0.0,111212.703125
370,-170.19520568847656,-0.8463853001594543,0.0,111212.703125
371,-169.26812744140625,-4273.734375,0.0,111212.703125
372,-176.05458068847656,-6239.765625,0.0,111212.703125
373,-168.22647094726562,-0.0011920923134312034,0.0,111212.703125
374,-169.01174926757812,-10706.4423828125,0.0,111212.703125
375,-166.09768676757812,0.0,0.0,111212.703125
376,-164.02493286132812,0.0,0.0,111212.703125
377,-168.0820770263672,0.0,0.0,111212.703125
378,-166.2989501953125,-0.0011920923134312034,0.0,111212.703125
379,-176.53536987304688,-0.0723574236035347,0.0,111212.703125
380,-172.85446166992188,0.0,0.0,111212.703125
381,-168.32748413085938,-0.32562676072120667,0.0,111212.703125
382,-168.70046997070312,-4.0520477294921875,0.0,111212.703125
383,-166.38247680664062,-0.00023841856454964727,0.0,111212.703125
384,-163.0343017578125,-0.003576272400096059,0.0,111212.703125
385,-172.0141143798828,-8954.1103515625,0.0,111212.703125
386,-164.26129150390625,-0.0010728830238804221,0.0,111212.703125
387,-170.72662353515625,-10023.3505859375,0.0,111212.703125
388,-170.75286865234375,-7818.86181640625,0.0,111212.703125
389,-165.60107421875,-0.09119095653295517,0.0,111212.703125
390,-167.30856323242188,0.0,0.0,111212.703125
391,-164.95855712890625,-5935.10791015625,0.0,111212.703125
392,-166.62509155273438,-1.2079331874847412,0.0,111212.703125
393,-162.54713439941406,-988.3800659179688,0.0,111212.703125
394,-169.8164825439453,-0.15972767770290375,0.0,111212.703125
395,-170.02621459960938,-1788.454345703125,0.0,111212.703125
396,-156.44383239746094,-2189.2734375,0.0,111212.703125
397,-167.52914428710938,-0.010490363463759422,0.0,111212.703125
398,-165.05410766601562,-64.67356872558594,0.0,111212.703125
399,-166.61572265625,-0.15496008098125458,0.0,111212.703125
400,-169.59262084960938,-0.015020257793366909,0.0,111212.703125
401,-169.29388427734375,-0.9879951477050781,0.0,111212.703125
402,-164.986572265625,-0.1525762528181076,0.0,111212.703125
403,-164.3616485595703,-8.861620903015137,0.0,111212.703125
404,-160.45648193359375,-6769.17529296875,0.0,111212.703125
405,-168.77357482910156,-8.192032814025879,0.0,111212.703125
406,-171.56182861328125,-0.04398725926876068,0.0,111212.703125
407,-171.41455078125,-48.57063674926758,0.0,111212.703125
408,-172.234375,-0.25006982684135437,0.0,111212.703125
409,-165.9479217529297,-39.676204681396484,0.0,111212.703125
410,-171.6605987548828,-0.14911970496177673,0.0,111212.703125
411,-164.31341552734375,-2737.79541015625,0.0,111212.703125
412,-167.94509887695312,-0.05996047332882881,0.0,111212.703125
413,-169.83502197265625,-0.00047683707089163363,0.0,111212.703125
414,-162.85806274414062,-0.008106199093163013,0.0,111212.703125
415,-169.5352020263672,-23.71936798095703,0.0,111212.703125
416,-164.97140502929688,0.0,0.0,111212.703125
417,-166.15255737304688,0.0,0.0,111212.703125
418,-160.58084106445312,-0.035166122019290924,0.0,111212.703125
419,-167.85243225097656,0.0,0.0,111212.703125
420,-169.6092529296875,-154.35232543945312,0.0,111212.703125
421,-169.3895263671875,-290.3811340332031,0.0,111212.703125
422,-163.0399169921875,-69.64562225341797,0.0,111212.703125
423,-167.2287139892578,-2120.5048828125,0.0,111212.703125
424,-168.31570434570312,0.0,0.0,111212.703125
425,-170.50473022460938,-1.9262346029281616,0.0,111212.703125
426,-161.75848388671875,0.0,0.0,111212.703125
427,-163.93634033203125,0.0,0.0,111212.703125
428,-164.634033203125,-0.0030994366388767958,0.0,111212.703125
429,-171.01388549804688,0.0,0.0,111212.703125
430,-167.4215545654297,-1317.6280517578125,0.0,111212.703125
431,-169.15554809570312,-0.4986473619937897,0.0,111212.703125
432,-174.3197784423828,-833.3318481445312,0.0,111212.703125
433,-168.8710174560547,-16.099103927612305,0.0,111212.703125
434,-163.16372680664062,-0.039576705545186996,0.0,111212.703125
435,-168.6085205078125,-61.62649154663086,0.0,111212.703125
436,-156.3119354248047,-61.169189453125,0.0,111212.703125
437,-168.703857421875,-43.51227569580078,0.0,111212.703125
438,-164.63221740722656,-919.5580444335938,0.0,111212.703125
439,-178.56475830078125,-0.0014305104268714786,0.0,111212.703125
440,-168.85604858398438,-2.348048448562622,0.0,111212.703125
441,-170.79632568359375,-0.0381462462246418,0.0,111212.703125
442,-169.23683166503906,-4.165307521820068,0.0,111212.703125
443,-170.51116943359375,0.0,0.0,111212.703125
444,-179.4479217529297,-171.15805053710938,0.0,111212.703125
445,-166.7029571533203,-5.143267631530762,0.0,111212.703125
446,-168.63009643554688,-3031.6064453125,0.0,111212.703125
447,-169.643798828125,-65.68567657470703,0.0,111212.703125
448,-171.06781005859375,0.0,0.0,111212.703125
449,-167.40231323242188,0.0,0.0,111212.703125
450,-166.12188720703125,-1.389729380607605,0.0,111212.703125
451,-163.34317016601562,0.0,0.0,111212.703125
452,-166.8865966796875,-8.724074363708496,0.0,111212.703125
453,-176.19253540039062,-6.487262725830078,0.0,111212.703125
454,-168.8564453125,0.0,0.0,111212.703125
455,-175.02908325195312,-3786.247802734375,0.0,111212.703125
456,-165.8707275390625,-1292.6593017578125,0.0,111212.703125
457,-166.83865356445312,0.0,0.0,111212.703125
458,-163.208740234375,-784.9567260742188,0.0,111212.703125
459,-163.26548767089844,-10.162632942199707,0.0,111212.703125
460,-166.045654296875,-1678.0321044921875,0.0,111212.703125
461,-168.430908203125,-0.6207684874534607,0.0,111212.703125
462,-161.9404754638672,-11.030176162719727,0.0,111212.703125
463,-166.79937744140625,-5631.80322265625,0.0,111212.703125
464,-169.3541717529297,0.0,0.0,111212.703125
465,-172.774169921875,-375.1470642089844,0.0,111212.703125
466,-161.24595642089844,-71.63603973388672,0.0,111212.703125
467,-165.6136474609375,-0.008106199093163013,0.0,111212.703125
468,-170.3362274169922,-145.3900604248047,0.0,111212.703125
469,-167.8973388671875,-0.004291525576263666,0.0,111212.703125
470,-164.32261657714844,-6457.009765625,0.0,111212.703125
471,-169.78707885742188,-0.041364770382642746,0.0,111212.703125
472,-168.10455322265625,0.0,0.0,111212.703125
473,-175.77947998046875,-337.5873718261719,0.0,111212.703125
474,-169.02732849121094,-5307.330078125,0.0,111212.703125
475,-167.6087646484375,-379.702392578125,0.0,111212.703125
