,train_loss,GFN_losses
0,1.6543305663095005,0
1,1.1922439716864324,0
2,0.9412523905436198,0
3,0.7738356555717579,0
4,0.6290017625559932,0
5,0.5254220772480619,0
6,0.442429875118145,0
7,0.3784476682759713,0
8,0.2944198609262273,0
9,0.2486860423848249,0
10,0.1768233226477236,0
11,0.14437991132338843,0
12,0.1074123493247274,0
13,0.09697751749468886,0
14,0.07800494080436403,0
15,0.06485877331832181,0
16,0.05501111515838167,0
17,0.053730193957470467,0
18,0.04468541948691658,0
19,0.02933525985808692,0
20,0.03453689221076775,0
21,0.04597346805899903,0
22,0.02828342165204062,0
23,0.04505992275865182,0
24,0.03445326084729986,0
25,0.03181874394362819,0
26,0.03057645772840234,0
27,0.02640350819632843,0
28,0.03537446403525014,0
29,0.02467434788865132,0
30,0.015655818250219243,0
31,0.019932184486474464,0
32,0.01771668710178979,0
33,0.032066498356668846,0
34,0.024160479985015547,0
35,0.018726685563561277,0
36,0.04054673739533494,0
37,0.02118044895241442,0
38,0.01800610927486981,0
39,0.03661379380070645,0
40,0.016467688433097108,0
41,0.013863434264287893,0
42,0.008422787286057744,0
43,0.010301255828538991,0
44,0.021309036488199363,0
45,0.020225575254501207,0
46,0.021486845457980384,0
47,0.026641207119530958,0
48,0.024647956261870222,0
49,0.014495794868866064,0
50,0.012704009993298761,0
51,0.026658129034752863,0
52,0.01802245793742654,0
53,0.019010247726776244,0
54,0.021515377324776375,0
55,0.025857350552805525,0
56,0.01587039626547662,0
57,0.0192154532102733,0
58,0.01308140877560051,0
59,0.016832922225939514,0
60,0.01886921572714936,0
61,0.013451773710413903,0
62,0.010877175844591651,0
63,0.027685036639804424,0
64,0.015253758494931179,0
65,0.00972289505812839,0
66,0.007172676855259561,0
67,0.013856332045574874,0
68,0.017840542955378045,0
69,0.016803606625889308,0
70,0.013863470692160552,0
71,0.009848552792285825,0
72,0.014074581509887956,0
73,0.019448101181415437,0
74,0.01757830269364775,0
75,0.011466872098052578,0
76,0.013373022694883031,0
77,0.01288716333574089,0
78,0.015786308575880485,0
79,0.015045219101011753,0
80,0.015629567242180252,0
81,0.013970952486092954,0
82,0.009914934803880211,0
83,0.013592293527756778,0
84,0.019020355100729976,0
85,0.01041950187146026,0
86,0.007231091508098568,0
87,0.011346897927781,0
88,0.014180656792461008,0
