,test_acc,test_error,test_acc_OOD,test_error_OOD,CIFAR_10C_acc
0,0.4270392922794118,286.65,0.27242838541666664,1092.0,0.356687617481203
1,0.7770450367647059,111.55,0.365609681372549,954.9,0.6201612429511278
2,0.7975356158088236,101.5,0.40015318627450974,903.65,0.6463595512218046
3,0.7669117647058823,116.6,0.407406556372549,892.15,0.6402872415413533
4,0.7971564797794117,101.65,0.3729377297794118,944.15,0.6002848919172932
5,0.8206801470588235,89.65,0.3991019454656862,905.05,0.678975270206767
6,0.8082261029411765,95.8,0.3919136795343137,916.35,0.6574394971804511
7,0.8116957720588236,94.25,0.4106253829656863,887.25,0.6571898496240601
8,0.7984892003676471,100.35,0.40879480698529413,890.15,0.6849447838345865
9,0.8034237132352942,98.0,0.3910960477941176,917.0,0.6788798167293233
10,0.8098460477941176,94.8,0.3781652113970588,936.05,0.6861122532894737
11,0.8233455882352942,88.55,0.4127910539215686,884.1,0.665288710056391
12,0.8082433363970589,96.1,0.4064568014705882,894.0,0.693374060150376
13,0.8119829963235293,93.75,0.4129997702205882,883.35,0.6704945958646616
14,0.8081284466911764,95.85,0.4187385110294118,875.45,0.6629390859962406
15,0.8198586856617647,89.8,0.41627221200980397,879.25,0.6753774083646616
16,0.8088694852941176,95.3,0.4038277420343137,898.05,0.6369316846804511
17,0.8440372242647058,78.0,0.4318627450980392,856.4,0.6891814497180452
18,0.8433766084558825,78.2,0.43310929840686263,854.8,0.6915971569548872
19,0.8435834099264706,78.05,0.43241230085784305,855.7,0.6872136395676691
20,0.8441578584558824,77.8,0.4343022365196078,853.15,0.6912300281954887
21,0.8188361672794118,90.55,0.42360983455882356,867.45,0.6844968867481204
22,0.8372702205882353,81.2,0.4268114276960784,863.9,0.7001145441729323
23,0.8407628676470589,79.45,0.4273303462009803,863.45,0.7015096334586467
24,0.8407111672794118,79.35,0.4275122549019609,862.75,0.7009736254699248
25,0.8396369485294117,79.9,0.42689568014705886,863.45,0.6991820371240601
26,0.8406881893382353,79.45,0.42903071384803926,860.7,0.7010837640977443
27,0.8393784466911764,79.85,0.42880093443627454,860.75,0.6998575540413533
28,0.8407858455882353,79.4,0.4280809589460784,861.95,0.6983523261278195
29,0.8412109375,79.05,0.4293064491421569,860.25,0.7029561207706767
30,0.8403952205882353,79.6,0.4284122242647059,861.65,0.7011939027255639
31,0.8400275735294118,79.7,0.4291149662990195,860.3,0.7027945841165414
32,0.8398322610294118,79.8,0.42927389705882346,860.1,0.7033452772556391
33,0.7764303768382353,111.6,0.37249348958333334,944.1,0.5955048754699248
34,0.8387235753676471,80.5,0.42026462928921565,873.2,0.6950922227443609
35,0.8408835018382353,79.35,0.42165670955882356,871.15,0.6974565319548872
36,0.8410443474264706,79.35,0.423581112132353,868.25,0.6954593515037594
37,0.8418600643382353,78.85,0.42177734375,870.6,0.696781015037594
38,0.8409581801470589,79.35,0.4218271292892156,870.8,0.6950261395676691
39,0.8418485753676471,78.9,0.42338196997549016,868.55,0.6952537593984962
40,0.8416417738970589,79.0,0.42367493872549017,868.05,0.6952904722744361
41,0.8427791819852942,78.6,0.42331686580882355,868.35,0.6987047697368421
42,0.8427159926470589,78.45,0.4226045496323529,869.75,0.6984771499060151
43,0.7883444393382353,105.5,0.37931410845588237,935.25,0.6239646968984962
44,0.8409581801470589,79.35,0.4198625153186274,873.35,0.6998869243421053
45,0.8421702665441175,79.0,0.42306985294117655,868.55,0.6966488486842105
46,0.8400677849264706,79.85,0.4240751378676471,866.95,0.6983816964285715
47,0.8401654411764706,79.8,0.42267348345588235,869.6,0.6950775375939849
48,0.8418026194852942,79.1,0.4187117034313725,875.85,0.6889391447368421
49,0.8442210477941176,77.95,0.4217696844362745,871.75,0.6947397791353384
50,0.8419117647058825,78.95,0.4223575367647059,870.1,0.7012379581766917
51,0.8433880974264707,78.15,0.42191904105392153,871.05,0.6963404605263158
52,0.8419979319852942,79.0,0.4230985753676471,869.1,0.6951656484962406
53,0.8434742647058824,78.15,0.42266773897058824,869.9,0.6941230028195489
54,0.8436810661764707,78.0,0.42464575674019606,867.0,0.6980733082706767
55,0.8438648897058825,77.95,0.4225202971813725,870.1,0.6964652843045113
56,0.8438419117647058,78.1,0.42381089154411766,868.15,0.7013848096804511
57,0.8434512867647058,78.3,0.4251991421568627,866.15,0.6981907894736842
58,0.8432042738970589,78.2,0.42448874080882354,867.35,0.6954079534774437
59,0.8420553768382353,78.75,0.4219401041666667,871.1,0.7060253171992481
