,test_acc,test_error,test_acc_OOD,test_error_OOD
0,0.8197552849264707,90.25,0.40884267769607846,893.05
1,0.9897690716911764,5.1,0.4631242340686274,809.2
2,0.9914177389705883,4.3,0.38744064031862746,923.8
3,0.9851160386029412,7.4,0.38062959558823534,933.6
4,0.9936006433823529,3.05,0.3938074448529412,913.8
5,0.9941750919117647,2.8,0.4179419424019607,877.75
6,0.9751780790441176,12.4,0.5319182751225491,708.45
7,0.9921013327205882,3.95,0.4030924479166667,900.2
8,0.9951401654411764,2.35,0.47907475490196083,785.35
9,0.9949333639705882,2.5,0.4197457107843137,875.25
10,0.9913200827205882,4.35,0.468133425245098,803.7
11,0.9947495404411765,2.55,0.46953125,801.2
12,0.9946518841911764,2.6,0.4633520986519608,810.25
13,0.9942727481617647,2.75,0.5157954197303922,733.85
14,0.9950310202205882,2.45,0.45964307598039217,815.5
15,0.9927964154411765,3.55,0.4337603400735294,853.85
16,0.9942727481617647,2.75,0.43079618566176475,858.85
17,0.9944565716911764,2.7,0.43108149509803917,858.45
18,0.9934800091911764,3.2,0.5388499540441176,698.25
19,0.99423828125,2.95,0.44828431372549016,834.9
20,0.9942497702205882,2.85,0.44799708946078426,834.9
21,0.9944565716911764,2.7,0.5212814031862745,724.6
22,0.9941750919117647,2.8,0.589026118259804,622.2
23,0.9947610294117647,2.5,0.5939357383578431,614.15
24,0.9944565716911764,2.7,0.5822246476715686,633.65
25,0.9940774356617647,2.85,0.5927810968137254,616.9
26,0.9938821231617647,2.95,0.5550742953431373,674.2
27,0.9940774356617647,2.85,0.5480181525735294,684.9
28,0.9941750919117647,2.8,0.5849341299019607,628.5
29,0.9936868106617647,3.05,0.6058823529411765,596.4
30,0.9930893841911764,3.4,0.6064874387254902,596.15
31,0.9937729779411765,3.05,0.6022058823529411,602.55
32,0.9933708639705883,3.3,0.5623238357843138,662.85
33,0.9908547794117647,4.5,0.5899528952205884,621.1
34,0.9929170496323529,3.4,0.5968558517156863,610.35
35,0.9935661764705882,3.2,0.5992302389705884,606.0
36,0.9939682904411764,2.95,0.5982555912990196,608.0
37,0.9946403952205882,2.65,0.6031747855392157,600.35
38,0.9942497702205882,2.85,0.605103017769608,597.4
39,0.9941521139705882,2.9,0.5959482230392157,612.3
40,0.99453125,2.8,0.5949295343137255,613.65
41,0.9944450827205882,2.75,0.6016984528186274,602.85
42,0.9936868106617647,3.05,0.6137905943627451,584.75
43,0.9943704044117647,2.7,0.6052102481617646,597.35
44,0.9931008731617647,3.35,0.6072208180147058,594.5
45,0.9940774356617647,2.85,0.6094745710784315,591.85
46,0.9941750919117647,2.8,0.6105066636029413,589.7
47,0.9942727481617647,2.75,0.604214537377451,599.05
48,0.9950425091911764,2.4,0.6122817095588234,587.45
49,0.9948471966911765,2.5,0.613892080269608,584.45
50,0.9922334558823529,3.75,0.6088177849264705,592.4
51,0.9945427389705882,2.7,0.5982383578431373,608.5
52,0.9949333639705882,2.5,0.59267578125,617.0
53,0.9948357077205883,2.55,0.5883789062500001,623.85
54,0.99501953125,2.55,0.588882506127451,622.85
55,0.9954331341911764,2.2,0.5962124693627452,611.75
56,0.9951171875,2.5,0.5938687193627452,615.5
57,0.995703125,2.2,0.5856483609068628,627.8
58,0.9956169577205882,2.15,0.5954024969362746,613.05
59,0.9954216452205882,2.25,0.596072686887255,611.65
