,test_acc,test_error,test_acc_OOD,test_error_OOD
0,0.6826732139615106,161.92156862745097,0.33361559322803197,1019.5098039215686
1,0.9017352600762527,50.13725490196079,0.49335389055313483,774.6862745098039
2,0.9349724264705882,33.19607843137255,0.5192428437424352,735.0784313725491
3,0.934772433278867,33.254901960784316,0.5227150659646574,729.8235294117648
4,0.9259642224945533,37.76470588235294,0.5081401484204794,752.1372549019608
5,0.9405495415758897,30.333333333333332,0.5343926826131686,711.8039215686274
6,0.9341185548293391,33.6078431372549,0.5199255628177196,734.156862745098
7,0.9448742170479303,28.137254901960784,0.5315667740861777,716.2352941176471
8,0.9418615536492375,29.627450980392158,0.5338300540123457,712.6666666666666
9,0.9444004743100944,28.372549019607842,0.5313573249515856,716.5294117647059
10,0.9446855709876544,28.215686274509803,0.5351761074800291,710.7450980392157
11,0.9501208469498911,25.45098039215686,0.5482163254962478,690.6470588235294
12,0.9500130492011619,25.49019607843137,0.5473217933006534,692.0
13,0.9513988176289034,24.80392156862745,0.5369495695654806,707.9607843137255
14,0.9505874977305737,25.19607843137255,0.5376535645122246,706.7450980392157
15,0.9485435956790123,26.235294117647058,0.5455199633865893,694.8235294117648
16,0.9361908247095134,32.549019607843135,0.522845557976277,729.5490196078431
17,0.9531434390885984,23.92156862745098,0.5404544147906076,702.5882352941177
18,0.9475932734204793,26.745098039215687,0.5313819104030502,716.3921568627451
19,0.9483450208787219,26.352941176470587,0.5349453824739773,710.9019607843137
20,0.9525860112563544,24.19607843137255,0.5518890137073348,685.0588235294117
21,0.9517051901779231,24.647058823529413,0.5505590353425321,687.1372549019608
22,0.9291995733478576,36.13725490196079,0.512208095043573,745.7254901960785
23,0.9510569852941176,24.96078431372549,0.5435181402808037,697.9019607843137
24,0.9518541212781408,24.529411764705884,0.5437876346526265,697.4509803921569
25,0.9520143995098039,24.470588235294116,0.5438467342955701,697.2941176470588
26,0.9459564497095134,27.54901960784314,0.5395490082607117,703.8823529411765
27,0.9489095406681192,26.07843137254902,0.5415305010893245,700.9411764705883
28,0.9491081154684096,25.980392156862745,0.5432968712176229,698.2352941176471
29,0.9501038262527233,25.470588235294116,0.5421654676531106,699.9607843137255
30,0.9498740468409586,25.58823529411765,0.54265433989954,699.2156862745098
31,0.9340221042120552,33.68627450980392,0.5187241852759623,735.7843137254902
32,0.9479067379266521,26.568627450980394,0.5378663232268217,706.5098039215686
33,0.9486485566448801,26.215686274509803,0.5379481171326556,706.3921568627451
34,0.9477393677378358,26.647058823529413,0.5387788217138707,705.1764705882352
35,0.9490556349854756,25.980392156862745,0.5384738675562818,705.6666666666666
36,0.9488570601851851,26.098039215686274,0.5383334468046478,705.843137254902
37,0.9483421840958605,26.372549019607842,0.5388322477910917,705.0392156862745
38,0.949146412037037,25.96078431372549,0.5383145349189059,705.8823529411765
39,0.9496442674291938,25.705882352941178,0.5387518722766885,705.1764705882352
40,0.938041825526507,31.58823529411765,0.51523730634229,741.2549019607843
41,0.9512385393972403,24.862745098039216,0.5407721344710723,702.0
42,0.9518271718409586,24.58823529411765,0.5408775682340838,701.8235294117648
43,0.9519420615468409,24.529411764705884,0.540336688301864,702.6274509803922
44,0.9512527233115468,24.88235294117647,0.5390473704914064,704.5882352941177
45,0.9477365309549746,26.666666666666668,0.5425682908194142,699.2941176470588
46,0.9477393677378358,26.647058823529413,0.534634281953522,711.5490196078431
47,0.9498669548838055,25.58823529411765,0.5408198869825708,702.0784313725491
48,0.9501662354756718,25.41176470588235,0.5407626785282014,702.1372549019608
49,0.9487421704793028,26.15686274509804,0.5421394638102154,699.8235294117648
50,0.9494244167574436,25.784313725490197,0.5412799186032438,701.2549019607843
51,0.9492159132171387,25.92156862745098,0.540273806281772,702.7254901960785
52,0.9335923316085694,33.84313725490196,0.5014912021907528,762.1372549019608
53,0.9509803921568627,25.0,0.5452608705519245,695.2156862745098
54,0.9489478372367466,26.058823529411764,0.5359737162611959,709.3333333333334
55,0.94689258805374,27.07843137254902,0.5328026658194142,714.3333333333334
56,0.9432728531227306,28.941176470588236,0.5330357548111837,713.8823529411765
57,0.9500272331154683,25.50980392156863,0.543119572288792,698.4509803921569
58,0.9502116240014524,25.41176470588235,0.5422179481360446,699.8235294117648
59,0.9468897512708787,27.098039215686274,0.5269205965565238,723.1960784313726
