1,165,0.863731
2,330,0.882197
3,495,0.879782
4,660,0.864607
5,825,0.854616
6,990,0.849029
7,1155,0.846141
8,1320,0.840672
9,1485,0.836435
10,1650,0.826634
11,1815,0.825687
12,1980,0.825545
13,2145,0.821899
14,2310,0.816217
15,2475,0.813589
16,2640,0.817235
17,2805,0.811127
18,2970,0.819223
19,3135,0.815483
20,3300,0.810440
21,3465,0.812050
22,3630,0.810133
23,3795,0.809730
24,3960,0.804924
25,4125,0.801136
26,4290,0.802249
27,4455,0.801918
28,4620,0.794389
29,4785,0.793182
30,4950,0.795904
31,5115,0.779972
32,5280,0.778812
33,5445,0.765956
34,5610,0.757599
35,5775,0.752746
36,5940,0.751326
37,6105,0.748911
38,6270,0.741951
