0,0,2.145789
1,1,1.624392
2,2,1.266794
3,3,1.133790
4,4,1.012650
5,5,0.943324
6,6,0.916302
7,7,0.878222
8,8,0.807583
9,9,0.773180
10,10,0.793407
11,11,0.730632
12,12,0.744955
13,13,0.686641
14,14,0.683009
15,15,0.672592
16,16,0.656409
17,17,0.622654
18,18,0.642810
19,19,0.615406
20,20,0.609583
21,21,0.579833
22,22,0.565790
23,23,0.578883
24,24,0.565669
25,25,0.547949
26,26,0.550826
27,27,0.563201
28,28,0.542996
29,29,0.533897
30,30,0.536659
31,31,0.503454
32,32,0.547156
33,33,0.504728
34,34,0.495661
35,35,0.484342
36,36,0.498551
37,37,0.493046
38,38,0.471132
39,39,0.477747
40,40,0.461153
41,41,0.482630
42,42,0.464799
43,43,0.481214
44,44,0.436684
45,45,0.445963
46,46,0.433957
47,47,0.461241
48,48,0.413214
49,49,0.429232
50,50,0.431681
51,51,0.412168
52,52,0.424422
53,53,0.402498
54,54,0.440662
55,55,0.397413
56,56,0.402591
57,57,0.395047
58,58,0.400752
59,59,0.400786
60,60,0.381994
61,61,0.407955
62,62,0.394985
63,63,0.387224
64,64,0.384199
65,65,0.397143
66,66,0.365946
67,67,0.375052
68,68,0.365678
69,69,0.349590
70,70,0.374659
71,71,0.371998
72,72,0.390606
73,73,0.368591
74,74,0.372617
75,75,0.346814
76,76,0.347394
77,77,0.370967
78,78,0.364765
79,79,0.365597
80,80,0.383663
81,81,0.337398
82,82,0.364601
83,83,0.330783
84,84,0.359771
85,85,0.330692
86,86,0.345438
87,87,0.311385
88,88,0.369451
89,89,0.357601
90,90,0.320940
91,91,0.332061
92,92,0.342803
93,93,0.317436
94,94,0.320644
95,95,0.327347
96,96,0.324072
97,97,0.315895
98,98,0.335205
99,99,0.315948
100,100,0.328195
101,101,0.320371
102,102,0.333847
103,103,0.306438
104,104,0.325396
105,105,0.310694
106,106,0.314061
107,107,0.316361
108,108,0.302405
109,109,0.319280
110,110,0.319057
111,111,0.313803
112,112,0.332209
113,113,0.312924
114,114,0.323251
115,115,0.312288
116,116,0.301166
117,117,0.307188
118,118,0.304639
119,119,0.289654
120,120,0.292382
121,121,0.304208
122,122,0.320666
123,123,0.289989
124,124,0.307901
125,125,0.304944
126,126,0.283362
127,127,0.287887
128,128,0.327658
129,129,0.294630
130,130,0.286292
131,131,0.316885
132,132,0.285360
133,133,0.289277
134,134,0.285403
135,135,0.292777
136,136,0.298461
137,137,0.297451
138,138,0.285832
139,139,0.276183
140,140,0.289812
141,141,0.283787
142,142,0.277036
143,143,0.278076
144,144,0.303045
145,145,0.302878
146,146,0.267715
147,147,0.270787
148,148,0.291223
149,149,0.274555
150,150,0.279473
151,151,0.265636
152,152,0.290038
153,153,0.279479
154,154,0.278823
155,155,0.287437
156,156,0.265907
157,157,0.280386
158,158,0.268554
159,159,0.274659
160,160,0.271362
161,161,0.304505
162,162,0.270820
163,163,0.282400
164,164,0.282270
165,165,0.275726
166,166,0.290241
167,167,0.282743
168,168,0.271017
169,169,0.280277
170,170,0.270959
171,171,0.304348
172,172,0.263391
173,173,0.255148
174,174,0.254906
175,175,0.277752
176,176,0.264318
177,177,0.272813
178,178,0.246784
179,179,0.276205
180,180,0.257613
181,181,0.262959
182,182,0.267496
183,183,0.273319
184,184,0.282911
185,185,0.299827
186,186,0.255932
187,187,0.264013
188,188,0.244160
189,189,0.246888
190,190,0.263848
191,191,0.277869
192,192,0.254818
193,193,0.250284
194,194,0.259635
195,195,0.257314
196,196,0.254102
197,197,0.256948
198,198,0.226950
199,199,0.253676
200,200,0.259714
201,201,0.262195
202,202,0.256308
203,203,0.277393
204,204,0.248976
205,205,0.244010
206,206,0.243963
207,207,0.251550
208,208,0.265154
209,209,0.247033
210,210,0.233805
211,211,0.252068
212,212,0.251034
213,213,0.243597
214,214,0.243208
215,215,0.250307
216,216,0.251762
217,217,0.239219
218,218,0.247152
219,219,0.239007
220,220,0.233314
221,221,0.259041
222,222,0.270537
223,223,0.238411
224,224,0.242784
225,225,0.244598
226,226,0.263317
227,227,0.236018
228,228,0.240187
229,229,0.263925
230,230,0.255068
231,231,0.256287
232,232,0.229836
233,233,0.248896
234,234,0.256216
235,235,0.260280
236,236,0.247493
237,237,0.254503
238,238,0.215032
239,239,0.252807
240,240,0.223154
241,241,0.228519
242,242,0.249168
243,243,0.221793
244,244,0.233665
245,245,0.240273
246,246,0.233973
247,247,0.242976
248,248,0.238028
249,249,0.237026
250,250,0.256321
251,251,0.259539
252,252,0.240224
253,253,0.231916
254,254,0.232477
255,255,0.248617
256,256,0.224528
257,257,0.242733
258,258,0.250473
259,259,0.230679
260,260,0.246530
261,261,0.230046
262,262,0.228512
263,263,0.236285
264,264,0.225440
265,265,0.234729
266,266,0.260785
267,267,0.252610
268,268,0.222442
269,269,0.227752
270,270,0.220830
271,271,0.228775
272,272,0.227646
273,273,0.230838
274,274,0.236401
275,275,0.232216
276,276,0.226395
277,277,0.223207
278,278,0.223637
279,279,0.251662
280,280,0.242370
281,281,0.249486
282,282,0.233893
283,283,0.231070
284,284,0.263886
285,285,0.223270
286,286,0.237805
287,287,0.240757
288,288,0.230486
289,289,0.218788
290,290,0.219321
291,291,0.222207
292,292,0.206635
293,293,0.239817
294,294,0.226531
295,295,0.215671
296,296,0.232237
297,297,0.249207
298,298,0.250946
299,299,0.237023
