0,0,0.098889
1,90,0.097407
2,180,0.097037
3,270,0.098519
4,360,0.106667
5,450,0.104815
6,540,0.110000
7,630,0.104815
8,720,0.103704
9,810,0.110000
10,900,0.099630
11,990,0.104074
12,1080,0.101852
13,1170,0.101481
14,1260,0.123704
15,1350,0.096667
16,1440,0.102593
17,1530,0.104815
18,1620,0.112963
19,1710,0.102222
20,1800,0.103704
21,1890,0.109259
22,1980,0.103704
23,2070,0.107778
24,2160,0.097778
25,2250,0.111852
26,2340,0.096296
27,2430,0.107778
28,2520,0.106667
29,2610,0.114074
30,2700,0.106296
31,2790,0.102963
